fiscal_yr,service_id,service_name_en,service_name_fr,service_standard_id,service_standard_en,service_standard_fr,type,channel,channel_comments_en,channel_comments_fr,target,volume_meeting_target,total_volume,performance,comments_en,comments_fr,target_met,standards_targets_uri_en,standards_targets_uri_fr,performance_results_uri_en,performance_results_uri_fr,owner_org,owner_org_title
2023-2024,2224,AAFC Contact Centre,Centre d’appels de la Direction des programmes du revenu agricole (DPRA),3261,Answer calls received within 60 seconds,On répond aux appels dans un délai de 60 secondes,TML,TEL,,,0.9,31283,31689,0.9872,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability/resources/service-standard-statistics#a1,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite/ressources/statistiques-normes-service#a1,https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability/resources/service-standard-statistics#a1,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite/ressources/statistiques-normes-service#a1,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,158,AgriAssurance: Small and Medium-sized Enterprise,Programme Agri-assurance : Volet Petites et moyennes entreprises,2398,Send you an approval or a rejection notification letter within 75 business days of receiving a fully complete applicant package,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 75 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,5,8,0.625,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriassurance-small-and-medium-sized-enterprise-component/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-assurance-volet-petites-moyennes-entreprises/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriassurance-small-and-medium-sized-enterprise-component/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-assurance-volet-petites-moyennes-entreprises/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,158,AgriAssurance: Small and Medium-sized Enterprise,Programme Agri-assurance : Volet Petites et moyennes entreprises,2399,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,34,40,0.85,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriassurance-small-and-medium-sized-enterprise-component/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-assurance-volet-petites-moyennes-entreprises/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriassurance-small-and-medium-sized-enterprise-component/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-assurance-volet-petites-moyennes-entreprises/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03056,AgriCommunication,Programme Agri-communication,5591,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par téléphone avant la fin du jour ouvrable suivant,TML,EML,,,0.8,15,18,0.8333,,,Y,https://agriculture.canada.ca/en/programs/agricommunication/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes/agri-communication/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/programs/agricommunication/step-3-how-apply,https://agriculture.canada.ca/fr/programmes/agri-communication/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03056,AgriCommunication,Programme Agri-communication,5590,Send you an approval or a rejection notification letter within 100 business days of receiving a fully complete applicant package,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,7,7,1.0,,,Y,https://agriculture.canada.ca/en/programs/agricommunication/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes/agri-communication/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/programs/agricommunication/step-3-how-apply,https://agriculture.canada.ca/fr/programmes/agri-communication/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03056,AgriCommunication,Programme Agri-communication,5589,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,46,48,0.9583,,,Y,https://agriculture.canada.ca/en/programs/agricommunication/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes/agri-communication/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/programs/agricommunication/step-3-how-apply,https://agriculture.canada.ca/fr/programmes/agri-communication/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,144,AgriCompetitiveness,Programme Agri-compétitivité,445,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,28,28,1.0,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricompetitiveness-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricompetitiveness-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-competitivite/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,144,AgriCompetitiveness,Programme Agri-compétitivité,2400,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,34,43,0.7907,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricompetitiveness-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricompetitiveness-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-competitivite/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,144,AgriCompetitiveness,Programme Agri-compétitivité,2402,Send approval or rejection notification letter within 100 business days after the application has been deemed complete,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,11,27,0.4074,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricompetitiveness-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricompetitiveness-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-competitivite/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1984,Agricultural Clean Technology Program: Adoption Stream,Programme des technologies propres en agriculture,2382,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,269,283,0.9505,,,Y,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-adoption-stream/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-adoption/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-adoption-stream/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-adoption/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1984,Agricultural Clean Technology Program: Adoption Stream,Programme des technologies propres en agriculture,2383,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,137,139,0.9856,,,Y,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-adoption-stream/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-adoption/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-adoption-stream/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-adoption/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1984,Agricultural Clean Technology Program: Adoption Stream,Programme des technologies propres en agriculture,2385,Assess applications and send approval or rejection notification letter within 100 business days after the application has been deemed complete,Évaluer votre demande et vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,66,71,0.9296,,,Y,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-adoption-stream/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-adoption/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-adoption-stream/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-adoption/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03057,Agricultural Clean Technology:Research and Innovation Stream,Programme des technologies propres en agriculture : Volet Recherche et innovation,5593,Assess applications and send approval or rejection notification letter within 100 business days after the application has been deemed complete,Évaluer votre demande et vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,18,23,0.7826,,,N,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-research-innovation-stream/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-recherche-innovation/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-research-innovation-stream/step-3-how-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-recherche-innovation/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03057,Agricultural Clean Technology:Research and Innovation Stream,Programme des technologies propres en agriculture : Volet Recherche et innovation,5592,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,23,32,0.7188,,,N,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-research-innovation-stream/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-recherche-innovation/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/programs/agricultural-clean-technology-research-innovation-stream/step-3-how-apply,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-recherche-innovation/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,2223,Agriculture Climate Solutions,Solutions agricoles pour le climat,5048,Send an approval or a rejection notification letter within 70 business days of the close of the application process,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 70 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,7,7,1.0,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricultural-climate-solutions-program-living-labs-step-1-what-program-offers/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/solutions-agricoles-climat-etape-1-ce-quoffre-ce-programme/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricultural-climate-solutions-program-living-labs-step-1-what-program-offers/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/solutions-agricoles-climat-etape-1-ce-quoffre-ce-programme/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,2223,Agriculture Climate Solutions,Solutions agricoles pour le climat,5049,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,20,22,0.9091,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricultural-climate-solutions-program-living-labs-step-1-what-program-offers/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/solutions-agricoles-climat-etape-1-ce-quoffre-ce-programme/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agricultural-climate-solutions-program-living-labs-step-1-what-program-offers/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/solutions-agricoles-climat-etape-1-ce-quoffre-ce-programme/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,161,AgriDiversity,Programme Agri-diversité,2405,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,54,69,0.7826,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agridiversity-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-diversite/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agridiversity-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-diversite/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,161,AgriDiversity,Programme Agri-diversité,2406,Send approval or rejection notification letter within 100 business days after the application has been deemed complete,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,15,20,0.75,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agridiversity-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-diversite/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agridiversity-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-diversite/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,139,AgriInnovate Program,Programme Agri-innover,362,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,6,9,0.6667,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,139,AgriInnovate Program,Programme Agri-innover,2407,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,74,89,0.8315,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,139,AgriInnovate Program,Programme Agri-innover,2409,Send approval or rejection notification letter within 100 business days after the application has been deemed complete,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,1,3,0.3333,,,N,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover/etape-4-apres-avoir-presente-votre-demande,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
