"id","parent_id","name_en","name_fr","description_en","description_fr","planned_spend_pa_last_year","spend_pa_last_year","drr_spend_expl_en","drr_spend_expl_fr","planned_fte_pa_last_year","fte_pa_last_year","drr_fte_expl_en","drr_fte_expl_fr"
"P1021-0003","VAC-BNC00","Disability Awards, Critical Injury and Death Benefits","Indemnités d’invalidité, avantages pour blessure grave et de décès","The program recognizes and compensates eligible Canadian Armed Forces (CAF) Veterans and members, and in some cases surviving spouses/common-law partners and surviving dependant children, for the non-economic effects of service-related disability, death, and/or detention. Compensation is provided in the form of a lump sum Death Benefit, Detention Benefits and Disability Award with options for the Disability Award to be paid in annual payments or a combination of annual payments and lump sum. A lump-sum Critical Injury Benefit is also provided to eligible CAF members and Veterans to address the immediate impacts of the most severe and traumatic service-related incidents occurring on or after April 1, 2006.  This program also compensates eligible Veterans for specially made clothing, or wear and tear on clothing, due to a disability. This program is funded through the following transfer payment: Disability Awards and Allowances and Critical Injury Benefit.","Ce programme reconnaît et indemnise les membres des FAC et les vétérans admissibles et, dans certains cas, le conjoint ou conjoint de fait survivant ainsi que les enfants à charge survivants, pour les incidences de nature non économique liées à une invalidité, à un décès ou à une détention attribuable au service. L’indemnisation est offerte sous la forme d’un montant forfaitaire s’appliquant aux prestations de décès, aux prestations de détention et à l’indemnité d’invalidité. Il y a possibilité que cette dernière soit versée en paiements annuels ou suivant une combinaison de paiements annuels et de montant forfaitaire. Un montant forfaitaire s’appliquant à une indemnité pour blessure grave est également offert aux membres des FAC et aux vétérans pour les conséquences immédiates d’événements très graves et traumatiques liés au service, survenus le 1er avril 2006 ou après cette date. En outre, ce programme offre aux vétérans admissibles, en guise de compensation, une allocation pour des vêtements faits sur mesure ou pour l’usure des vêtements découlant d’une invalidité. Ce programme est financé à partir des paiements de transfert suivants : Indemnités et allocations d’invalidité et Indemnité pour blessure grave.",743626520.00,748282531.00,"","",451.00,441.40,"",""
"P1021-0004","VAC-BND00","Earnings Loss Benefit","Prestations pour perte de revenus","This program provides income replacement to respond to the economic impact a military career-ending or service-connected health problem may have on a Veteran’s ability to earn income following release from the Canadian Armed Forces. To meet their basic needs, eligible Veterans participating in the Veterans Affairs Canada’s rehabilitation program are provided, post military release, with temporary income replacement in the form of a monthly payment so that their income does not fall below 90% of their gross pre-release military salary. Where a Veteran who had been participating in the rehabilitation program is not able to participate in suitable gainful employment (due to health problems), the income replacement continues until the Veteran reaches the age of 65. This benefit can also be paid to the survivors and/or orphans of a Veteran who dies as a result of a service-related injury or disease until the Veteran would have reached the age of 65 years. This program uses funding from the following transfer payment: Earnings Loss and Supplementary Retirement Benefit.","Ce programme procure un revenu de remplacement pour contrer les répercussions économiques que la fin d’une carrière militaire ou une invalidité ou blessure liée au service militaire peut avoir sur la capacité du vétéran à gagner un revenu après sa libération des Forces armées canadiennes. Les vétérans admissibles qui participent au Programme de réadaptation d’Anciens Combattants Canada reçoivent, après la libération, un revenu de remplacement temporaire versé sous la forme d’une paiement mensuelle afin que leur revenu ne soit pas inférieur à 90 % de leur solde brute d’avant la libération, pour qu’ils puissent combler leurs besoins fondamentaux. Lorsqu’un vétéran ayant participé au Programme de réadaptation est incapable d’occuper un emploi rémunérateur et convenable (à cause de problèmes de santé), une allocation lui sera versée jusqu’à ce qu’il atteigne l’âge de 65 ans. Cette allocation peut également être versée aux survivants ou aux orphelins d’un vétéran dont le décès est attribuable à une blessure ou une maladie liée au service, et ce, jusqu’à la date où le vétéran aurait atteint l’âge de 65 ans. Ce programme a recours au financement du paiement de transfert suivant : Allocation pour perte de revenus et prestation de retraite supplémentaire.",196511801.00,273600241.00,"On October 1st 2017, the Earnings Loss Benefit increased from 75% to 90% of a Veteran’s pre-release salary; this funding was not included in the planned spending figures at the start of the fiscal year. The 2016–17 Planned Spending amounts are based on forecasts completed in 2015 as per the 2016–17 RPP, and not the updated 2016 forecasts, which included Budget 2016 funding to support Canada's Veterans and their families.","Le 1er octobre 2017, l’allocation pour perte de revenus est passée de 75 % à 90 % de la solde du militaire avant sa libération; ce financement n’était pas inclus dans les dépenses prévues au début de l’exercice. Les montants correspondant aux dépenses prévues de 2016-2017 sont fondés sur des prévisions établies en 2015 dans le cadre du RPP de 2016-2017 et non sur les prévisions à jour de 2016 incluses dans le financement prévu au budget de 2016 pour soutenir les vétérans canadiens et leur famille.",26.00,36.10,"Additional resources were hired as a result of program improvements including increasing the financial benefits in the Earnings Loss Program. These resources were required to implement the changes, complete calculations and process payments to Veterans.","Des ressources additionnelles ont été embauchées à la suite d’améliorations apportées aux programmes, y compris la hausse des avantages financiers au programme d’allocation pour perte de revenus. Ces ressources étaient nécessaires pour mettre en œuvre les changements, effectuer les calculs et traiter les paiements versés aux vétérans."
"P1021-0005","VAC-BND00","Canadian Forces Income Support Benefit","Allocation de soutien du revenu des Forces canadiennes","This program ensures that eligible Veterans have a minimum level of family income to meet basic needs while they are engaged in job search activities. This is achieved through a temporary monthly payment which supports low income Canadian Armed Force Veterans who have completed Veterans Affairs Canada’s rehabilitation program but have not yet obtained employment. Program recipients must continue to meet the income test to maintain eligibility for this benefit and some must demonstrate that they continue to seek employment. This program is also available to survivors and/or orphans of Veterans in certain circumstances. This program uses funding from the following transfer payment: Canadian Forces Income Support Allowance.","Ce programme vise à garantir que les vétérans admissibles jouissent d’un niveau de revenu familial minimal leur permettant de satisfaire à leurs besoins fondamentaux tandis qu’ils cherchent un emploi. Une allocation mensuelle temporaire est versée aux vétérans des Forces armées canadiennes à faible revenu qui ont achevé avec succès le Programme de réadaptation d’Anciens Combattants Canada mais qui n’ont pas encore obtenu un emploi. Les bénéficiaires du programme doivent continuer de satisfaire aux critères de l’évaluation des revenus pour demeurer admissibles à cette allocation et certains doivent démontrer qu’ils continuent à chercher un emploi. Ce programme est également offert aux survivants et/ou orphelins admissibles d’un vétéran, dans certaines circonstances. Ce programme a recours au financement du paiement de transfert suivant : Allocation de soutien du revenu des Forces canadiennes.",1309590.00,1204933.00,"","",1.00,0.90,"",""
"P1021-0007","VAC-BND00","Permanent Impairment Allowance","Allocation pour déficience permanente","This program recognizes the impact on employment potential and career advancement caused by severe and permanent service-related disabilities. A monthly allowance is payable to CAF Veterans who have received a disability benefit for health conditions that are creating a permanent and severe impairment and for which Rehabilitation Services and Vocational Assistance Program eligibility have been approved. The allowance is payable at an increased amount to Veterans not capable of suitable gainful employment (because of eligible health problems). This program uses funding from the Earnings Loss and Supplementary Retirement Benefit transfer payment.","Ce programme vise à reconnaître les répercussions d’une invalidité grave et permanente liée au service sur les possibilités d’emploi et d’avancement professionnel. Une allocation mensuelle est versée aux vétérans des FAC qui touchent une indemnité d’invalidité en raison de problèmes de santé causant une déficience grave et permanente, et pour lesquels l’admissibilité à des services de réadaptation et à un programme d’assistance professionnelle a été approuvée. L’allocation est payable à un montant accru aux vétérans qui ne sont pas en mesure de trouver un emploi rémunérateur et convenable (en raison de problèmes de santé admissibles). Ce programme a recours au financement du paiement de transfert de l’Allocation pour perte de revenus et de la Prestation de retraite supplémentaire.",69944376.00,82859063.00,"This variance is primarily a timing issue as additional funding was received in-year for Permanent Impairment Allowance, which is funded under quasi-statutory authority based on actual demand. The 2016–17 Planned Spending amounts are based on forecasts completed in 2015 as per the 2016–17 RPP, and not the updated 2016 forecasts completed in fall 2016.","Cet écart est principalement attribuable à un problème de synchronisation, étant donné que des fonds supplémentaires pour l’allocation pour déficience permanente ont été reçus et que le financement de celle ci est de nature quasi législative et fondé sur la demande réelle. Les montants correspondant aux dépenses prévues de 2016-2017 sont fondés sur des prévisions établies en 2015 dans le cadre du RPP de 2016-2017 et non sur les prévisions à jour de 2016 établies à l’automne 2016.",27.00,30.70,"Additional resources were hired as a result of program improvements including improved access to the PIA program. These resources were required to implement the changes, complete assessments, calculations, and to process payments to Veterans.","Des ressources additionnelles ont été embauchées à la suite d’améliorations apportées aux programmes, y compris un accès accru au programme d’ADP. Ces ressources étaient nécessaires pour mettre en œuvre les changements, effectuer les calculs et traiter les paiements versés aux vétérans."
"P1021-0008","VAC-BND00","War Veterans Allowance","Allocation aux anciens combattants","This program provides financial assistance to eligible Veterans, Merchant Navy Veterans, qualified civilians and their survivors, dependants, and orphans. In recognition of war service, qualified persons are provided with a regular monthly income to meet basic needs and/or access to other Veterans Affairs Canada programs. Eligibility for the War Veterans Allowance is determined by the wartime service of a Veteran or qualified civilian, age or health, family income, and residency. A surviving spouse, a surviving common-law partner, or orphan may also qualify for an Allowance. Recipients may also be eligible to receive financial assistance for emergencies or unexpected contingencies through the Assistance Fund. This program uses funding from the following transfer payments: War Veterans Allowances and Civilian War Allowances, Assistance in accordance with the provisions of the Assistance Fund Regulations,  Assistance to Canadian Veterans - Overseas District, Veterans Insurance Actuarial Liability Adjustment (statutory), Returned Soldiers Insurance Actuarial Liability Adjustment (statutory), Repayments under Section 15 of the War Service Grants Act  (statutory), and Re-Establishment Credits under Section 8 of the War Service Grants Act  (statutory).","Ce programme offre une aide financière aux vétérans, aux vétérans de la Marine marchande et aux civils admissibles, ainsi qu’à leurs survivants, personnes à charge et orphelins. En guise de reconnaissance du service en temps de guerre, les personnes admissibles reçoivent un revenu mensuel régulier pour subvenir à leurs besoins fondamentaux et peuvent être admissibles à d’autres programmes d’Anciens Combattants Canada. L’admissibilité à ce programme est déterminée en tenant compte du service en temps de guerre d’un vétéran ou d’un civil admissible, de l’âge ou de l’état de santé, du revenu familial et du lieu de résidence. En outre, un conjoint ou conjoint de fait survivant ou un orphelin peut bénéficier de l’allocation aux anciens combattants (AAC). Les bénéficiaires de l’AAC sont également admissibles à une aide financière du Fonds de secours en cas d’urgences ou de situations imprévues. Ce programme a recours au financement des paiements de transfert suivants : Allocations aux anciens combattants et allocations de guerre pour les civils; Aide accordée en conformité avec les dispositions du Règlement sur le fonds de secours , Aide aux anciens combattants canadiens outre-mer; Rajustement des engagements actuariels de l’assurance des anciens combattants (obligation légale); Rajustement des engagements actuariels de l’assurance des soldats de retour au pays (obligation légale); Remboursements, en vertu de l’article 15 de la Loi sur les indemnités de services de guerre  (obligation légale); et Crédits de réadaptation, en vertu de l’article 8 de la Loi sur les indemnités de services de guerre  (obligation légale).",7879517.00,7328437.00,"","",5.00,4.90,"",""
"P1021-0009","VAC-BBX00","Intermediate and Long Term Care","Soins immédiats et à long terme","This program supports eligible Veterans and other individuals who require a nursing-home type of care to meet their needs. The program works in cooperation with provincial agencies and long-term care facilities to support eligible Veterans and other individuals in an appropriate long-term care setting. This program is delivered through operating funds and from the Contributions to Veterans transfer payment, under the Veterans Independence Program.","Ce programme vient en aide aux vétérans et à d’autres personnes admissibles requérant des soins infirmiers à domicile. Le programme est mis en œuvre en collaboration avec les organismes et les centres de soins de longue durée provinciaux afin de permettre aux vétérans et aux personnes admissibles de recevoir des soins dans un établissement de santé adéquat. Ce programme est financé grâce au budget de fonctionnement et au financement du paiement de transfert des Contributions aux anciens combattants dans le cadre du Programme pour l’autonomie des anciens combattants.",269155775.00,263256231.00,"","",105.00,120.70,"An increase of over 113 FTEs in Health Care Program and Re-establishment Services, has resulted in additional resources being dedicated across VAC's sub programs including Intermediate and Long Term Care. This increase would be related primarily to front line resources such as Case Managers and Veteran Service Agents.","La hausse de plus de 113 ETP à l’effectif du Programme de soins de santé et services de réinsertion s’est traduite par la hausse des ressources se consacrant aux sous-programmes d’ACC, y compris les programmes de Soins intermédiaires et de Soins de longue durée. Cette hausse est principalement associée aux ressources de première ligne comme les gestionnaires de cas et les agents des services aux vétérans."
"P1021-0010","VAC-BBX00","Ste. Anne’s Hospital","Hôpital Sainte-Anne","Ste. Anne’s Hospital supports eligible Veterans, Canadian Armed Forces members and civilians so that their physical, mental and social needs are met. The Hospital provides high quality long term and respite care services as well as a vast range of programs to eligible Veterans and civilians. Through its Day Centre, it is able to offer support services to those still residing in their communities and through the Ste. Anne’s Centre, it provides mental health services to Veterans and Canadian Armed Forces members. This program is delivered through operating funds.","L’Hôpital Sainte-Anne offre du soutien aux vétérans et membres des Forces armées canadiennes et aux civils admissibles pour répondre à leurs besoins physiques, psychologiques et sociaux. L’Hôpital offre aux vétérans et aux civils admissibles des soins de longue durée et des services de relève de grande qualité, ainsi qu’un large éventail de programmes. Grâce à son Centre de jour, l’Hôpital est en mesure d’offrir des services de soutien aux personnes qui habitent encore dans leur collectivité et, par l’entremise du Centre Sainte Anne, il offre des services de santé mentale aux vétérans et aux membres des Forces armées canadiennes. Ce programme est financé grâce au budget de fonctionnement.",35801600.00,68527414.00,"The 2016-17 Planned Spending did not include funding approved in-year required for the transfer of Ste-Anne's Hospital to the Province of Quebec.","Les dépenses prévues pour 2016-2017 ne comprenaient pas les fonds approuvés en cours d’exercice pour le transfert de l’Hôpital Sainte Anne à la province de Québec.",0.00,0.00,"",""
"P1021-0011","VAC-BBX00","Health Care Benefits","Avantages pour soins de santé","This program provides eligible Veterans, certain Reserve Force personnel, civilians and other individuals with access to appropriate treatment benefits for their health needs. Treatment benefits include medical, surgical or dental examinations or treatment; surgical or prosthetic devices and aids and their maintenance; home adaptations to accommodate the use of devices or aids; preventive health care; pharmaceuticals; and travel and other expenses incurred to access these benefits. This program is delivered through operating funds.","Ce programme fournit aux vétérans et à certains membres de la Réserve et civils admissibles, ainsi qu’à d’autres personnes admissibles des prestations de traitement afin de répondre à leurs besoins en matière de soins de santé. Ces prestations visent les examens ou traitements médicaux, chirurgicaux ou dentaires; les instruments chirurgicaux ou les prothèses, y compris leur entretien; les adaptations au domicile dans le but de faciliter l’usage des instruments ou appareils; les soins de santé préventifs; les produits pharmaceutiques; ainsi que le remboursement des frais de déplacement et des dépenses nécessaires pour accéder à ces avantages. Ce programme est financé grâce au budget de fonctionnement.",382960400.00,423755188.00,"This variance is primarily a timing issue as additional funding was received in-year for Health Care Benefits, which are funded under quasi-statutory authority, based on actual demand. The 2016–17 Planned Spending amounts are based on forecasts completed in 2015 as per the 2016–17 RPP, and not the updated 2016 forecasts completed in fall 2016.","Cet écart est principalement attribuable à un problème de synchronisation, étant donné que les fonds supplémentaires pour les avantages pour soins de santé ont été reçus en cours d’exercice et que le financement de ceux ci est de nature quasi législative et fondé sur la demande réelle. Les montants correspondant aux dépenses prévues de 2016-2017 sont fondés sur des prévisions établies en 2015 dans le cadre du Rapport sur les plans et les priorités (RPP) de 2016-2017 et non sur les prévisions à jour de 2016 établies à l’automne 2016.",369.00,395.10,"",""
"P1021-0012","VAC-BBX00","Rehabilitation Services","Services de réadaptation","This program provides Veterans with military career-ending or service-connected health problems (and, in certain circumstances, survivors, spouses, or common-law partners) with funding, after military release, to ensure timely access to the rehabilitation or vocational assistance services needed to improve their functional capacity and employability, and reduce barriers to re-establishment in civilian life. Through this program, Veterans and their families have access to health insurance through the Public Service Health Care Plan, if they are not otherwise eligible. The Department can also provide eligible Veterans and survivors funding for career transition services. Most of these services are funded through operating funds, except for Career Transition Services, which is funded through the Career Transition Services transfer payment.","Ce programme fournit aux vétérans souffrant de problèmes de santé qui mettent fin à la carrière militaire ou liés au service (dans certaines circonstances, les survivants ou conjoints/conjoints de fait peuvent être admissibles), une aide financière, après la libération, pour assurer l’accès en temps opportun aux services de réadaptation ou d’assistance professionnelle nécessaires pour améliorer leur capacité fonctionnelle, leur employabilité, et de réduire les obstacles à la réinsertion dans la vie civile. Grâce à ce programme, les vétérans et leur famille ont accès au Régime de soins de santé de la fonction publique, si elles ne sont pas autrement admissibles. Le Ministère peut également offrir aux vétérans admissibles une aide financière pour les services de transition de carrière. La plupart de ces services sont financés grâce au budget de fonctionnement, à l’exception des Services de réorientation professionnelle, qui ont recours au paiement de transfert des Services de transition de carrière.",63007137.00,67709653.00,"","",285.00,338.40,"An increase of over 113 FTEs in Health Care Program and Re-establishment Services, has resulted in additional resources being dedicated across VAC's sub programs including Rehabilitation Services. This increase would be related primarily to front line resources such as Case Managers and Veteran Service Agents.","La hausse de plus de 113 ETP à l’effectif du Programme de soins de santé et services de réinsertion s’est traduite par la hausse des ressources se consacrant aux sous-programmes d’ACC, y compris les Services de réadaptation. Cette hausse est principalement associée aux ressources de première ligne comme les gestionnaires de cas et les agents des services aux vétérans."
"P1021-0014","VAC-BBX00","Veterans Independence Program (VIP)","Programme pour l’autonomie des anciens combattants (PAAC)","This program provides funding to eligible Veterans, certain Reserve Force personnel, civilians, as well as survivors and primary caregivers so that they can access home and community care and support services to meet their physical, mental and social needs. This assistance allows them to remain healthy and independent in their own homes and communities. The services and benefits which may be funded include home care services and personal care (housekeeping, access to nutrition, grounds maintenance, and ambulatory health care), home adaptations and transportation services. Housekeeping and/or grounds maintenance services are also available to eligible survivors and primary caregivers. This program uses funding from the following transfer payments: Housekeeping and Grounds Maintenance Grant and Contributions to Veterans under the Veterans Independence Program.","Ce programme accorde aux vétérans et à certains membres de la Réserve et civils admissibles, ainsi qu’à leurs survivants et principaux dispensateurs de soins, une aide financière pour leur permettre de recevoir des services à domicile et dans leur collectivité et des services de soutien qui répondent à leurs besoins physiques, psychologiques et sociaux. Ce soutien aide les bénéficiaires admissibles à demeurer en santé et autonomes dans leur propre domicile et au sein de leur collectivité. Les avantages et les services pouvant être financés comprennent les services de soins à domicile et les services de soins personnels (services d’entretien ménager, accès à des services de nutrition, services d’entretien du terrain, services de soins ambulatoires), des adaptations au domicile et des services de transport. Les survivants et les principaux dispensateurs de soins peuvent être admissibles à des services d’entretien ménager et à des services d’entretien du terrain. Ce programme a recours au financement des paiements de transfert suivants : Subvention pour les services d’entretien ménager et d’entretien du terrain et Contributions aux anciens combattants dans le cadre du Programme pour l’autonomie des anciens combattants.",336143745.00,329949550.00,"","",223.00,241.40,"",""
"P1021-0016","VAC-BCX00","Commemorative Partnership Program","Programme de partenariats pour la commémoration","This program expands the reach of remembrance programming by providing financial assistance for commemorative initiatives. These initiatives are undertaken by organizations that wish to ensure that the achievements of our Veterans and the fallen are not forgotten. As a result, Canadians have more opportunities to participate in remembrance activities. This program is delivered through operating funds, as well as funding from the following transfer payments: Grant for Commemorative Partnerships and contributions under the Commemorative Partnership Program.","Le programme élargit la portée du programme de commémoration en accordant une aide financière pour la réalisation de projets commémoratifs. Ces projets sont mis sur pied par toute une gamme d’organismes qui souhaitent veiller à ce que les réalisations et les sacrifices de ceux qui ont servi le Canada en temps de guerre, de conflit et de paix ne soient pas oubliés. Les Canadiens peuvent ainsi participer à un plus grand nombre d’activités commémoratives. Ce programme est financé grâce au budget de fonctionnement et au financement des programmes de transfert suivants : Subvention pour partenariats de commémoration et contributions dans le cadre du Programme de partenariat pour la commémoration.",3651979.00,9473430.00,"The variance is primarily a timing issue as funding approved in-year for the Invictus Games (Budget 2016) was not included in 2016-17 Planned Spending.","Cet écart est principalement attribuable à un problème de synchronisation, étant donné que le financement approuvé en cours d’exercice pour les Jeux Invictus (Budget 2016) n’était pas inclus dans les dépenses prévues de 2016-2017.",10.00,10.40,"",""
"P1021-0017","VAC-BCX00","Funeral and Burial Program","Programme de funérailles et d’inhumation","This program provides financial assistance toward funeral, burial and grave marking expenses of eligible Veterans to recognize their service to Canada. Under the Veterans Burial Regulations, assistance is available for Veterans whose deaths are a result of their service or whose estates do not have sufficient funds for a dignified funeral, burial and grave marking. The Funeral and Burial Program is administered by the Last Post Fund, an independent, non-profit organization, on behalf of Veterans Affairs Canada. This program is delivered through Operating and Maintenance funds, as well as funding from the following transfer payments: Last Post Fund.","Ce programme vise à accorder une aide financière au titre des dépenses relatives aux funérailles, à l’inhumation et aux pierres tombales des vétérans admissibles, en reconnaissance des services rendus au Canada. En vertu du Règlement de 2005 sur les sépultures des anciens combattants , l’aide financière est accessible aux vétérans décédés, lorsque la cause du décès est liée au service militaire ou lorsque la succession n’a pas les fonds nécessaires à la tenue de funérailles, à la prestation des services d’inhumation et à l’installation de pierres tombales convenables. Le Programme de funérailles et d’inhumation est administré par le Fonds du Souvenir, une organisation indépendante sans but lucratif, au nom d’Anciens Combattants Canada. Ce programme est financé grâce aux budgets de fonctionnement et d’entretien et au financement du programme de transfert suivant : Fonds du Souvenir.",11896618.00,9706064.00,"This variance is primarily a timing issue relating to the Last Post Fund grant, which is funded under quasi-statutory authority based on actual demand. The 2016–17 Planned Spending amounts are based on forecasts completed in 2015 as per the 2016–17 RPP, and not the updated 2016 forecasts completed in fall 2016.","Cet écart est principalement attribuable à un problème de synchronisation lié à la subvention versée au Fonds du Souvenir, dont le financement est de nature quasi législative et fondé sur la demande réelle. Les montants correspondant aux dépenses prévues de 2016-2017 sont fondés sur des prévisions établies en 2015 dans le cadre du RPP de 2016-2017 et non sur les prévisions à jour de 2016 établies à l’automne 2016.",7.00,7.00,"",""
"P1021-0021","VAC-BCX00","Memorial and Cemetery Maintenance","Entretien des monuments commémoratifs et des cimetières","This program preserves the memory of Canadians who served their country in war and peace by maintaining in perpetuity symbols of remembrance. This includes responsibility for the 14 World War memorials in Europe, grave markers all over the world and two departmental cemeteries in Canada. Graves of more than 110,000 war dead in Europe and in Canada, as well as war memorials overseas, are cared for in collaboration with the Commonwealth War Graves Commission. This program also provides funding through an annual grant for the maintenance of the graves of Canadian war dead buried in the United Nations Memorial Cemetery in Korea. The Canadian Virtual War Memorial and the Books of Remembrance are also maintained through this program which is delivered through Operating and Maintenance funds, as well as funding from the following transfer payments: Commonwealth War Graves Commission, United Nations Memorial Cemetery in Korea, and the Canadian Veterans Association of the United Kingdom.","Ce programme vise à perpétuer le souvenir des Canadiens qui ont servi leur pays en temps de guerre et en temps de paix, en préservant pour toujours les symboles érigés à leur mémoire. Cela comprend la responsabilité de l’entretien des 14 monuments commémoratifs des guerres mondiales situés en Europe et au Canada, de pierres tombales partout dans le monde, et de deux cimetières ministériels au Canada. Les sépultures de plus de 110 000 morts à la guerre en Europe, ainsi que des monuments commémoratifs à l’étranger, sont entretenus avec la collaboration de la Commission des sépultures de guerre du Commonwealth. Ce programme finance également, au moyen d’une subvention annuelle, l’entretien des tombes des soldats canadiens morts à la guerre qui sont inhumés au Cimetière commémorant les morts des Nations Unies en Corée. Le Mémorial virtuel de guerre du Canada et les Livres du Souvenir, sont également entretenus dans le cadre de ce programme. Ce programme est financé grâce aux budgets de fonctionnement et d’entretien et au financement des programmes de transfert suivants Commission des sépultures de guerre du Commonwealth, Cimetière commémoratif des Nations Unies en Corée, et l’Association canadienne des anciens combattants du Royaume-Uni.",17839942.00,19651969.00,"The variance between planned spending and actual spending in 2016–17 is a result of fluctuations in exchange rates in effect for the Commonwealth War Graves Commission grant at the time payments are rendered. Forecasts are updated annually and future planned spending amounts will be adjusted accordingly.","L'écart entre les dépenses prévues et les dépenses réelles en 2016-2017 est attribuable aux fluctuations des taux de change en vigueur au moment des paiements au titre de la subvention à la Commission des sépultures de guerre du Commonwealth. Les prévisions sont mises à jour annuellement et les montants des futures dépenses prévues seront ajustés en conséquence.",12.00,12.90,"",""
"P1021-0033","VAC-BND00","Retirement Benefits","Prestations de retraite","This program provides eligible Canadian Armed Forces (CAF) Veterans with assurance that they will have sufficient funds to meet their basic needs after age 65. The retirement Income Security benefit is a taxable monthly income support benefit available to Veterans who: attain the age of 65 years after March 31, 2006; are designated totally and permanently incapacitated by Veterans Affairs Canada (VAC) as of the day before the date of their 65th birthday (or, for a limited time, have been designated totally disabled by the Service Income Security Insurance Plan Long Term Disability (SISIP-LTD)); and, have been granted a disability benefit for a service-related disability. This monthly income support ensures that an eligible Veteran’s income does not fall below 70% of the financial benefits which they were eligible to receive from VAC prior to age 65. The Supplementary Retirement Benefit, a taxable lump sum payment providing compensation for lost opportunities to contribute to retirement pensions, is also available to Veterans designated totally and permanently incapacitated by Veterans Affairs Canada. This Benefit is equal to 2% of the total amount of Earnings Loss benefits that were paid to the Veteran before income offsets. Survivors may also be eligible for a benefit under this program, payable after the Veteran would have reached the age of 65 years. This program uses funding from the following transfer payment: Earnings Loss and Supplementary Retirement Benefit, and Retirement Income Security Benefit.","Ce programme fournit aux vétérans admissibles des Forces armées canadiennes (FAC) l’assurance qu’ils disposeront de fonds suffisants pour subvenir à leurs besoins fondamentaux après l’âge de 65 ans. L’allocation de sécurité du revenu de retraite est une allocation mensuelle de soutien du revenu imposable offerte aux vétérans qui : ont atteint l’âge de soixante-cinq ans après le 31 mars 2006; ont été désignés comme étant atteints d’une incapacité totale et permanente par Anciens Combattants Canada (ACC) la veille de leur 65e anniversaire (ou, pour une durée limitée, qui ont été déterminés comme étant atteint d’une invalidité totale au titre du Régime d’assurance-revenu militaire – Prestations d’invalidité prolongée [RARM PIP]); et qui se sont vus accorder une indemnité d’invalidité pour une invalidité liée au service. Ce soutien du revenu mensuel garantit que le revenu des vétérans admissibles ne sera pas inférieur à 70 % des avantages financiers qu’ils étaient admissibles à recevoir de la part d’ACC avant l’âge de 65 ans. La prestation de retraite supplémentaire, qui est un montant forfaitaire imposable versé aux vétérans pour compenser l’impossibilité de contribuer davantage à une pension de retraite, est également offerte aux vétérans qui ont été désignés comme étant atteints d’une incapacité totale et permanente par Anciens Combattants Canada. Cette prestation correspond à 2 % du montant total de l’allocation pour perte de revenus qui était versée au vétéran avant les retenues sur le revenu. Les survivants peuvent également être admissibles à une prestation en vertu de ce programme payable après la date à laquelle le vétéran aurait atteint l’âge de 65 ans. Ce programme a recours au financement des paiements de transfert suivants : Allocation pour perte de revenus et prestation de retraite supplémentaire et Allocation de sécurité du revenu de retraite.",2393945.00,990523.00,"This variance is primarily a timing issue relating to Retirement Income Security Benefit, which is funded under quasi-statutory authority based on actual demand. The 2016–17 Planned Spending amounts are based on forecasts completed in 2015 as per the 2016–17 RPP, and not the updated 2016 forecasts completed in fall 2016.","Cet écart est principalement attribuable à un problème de synchronisation lié à l’allocation de sécurité du revenu de retraite, dont le financement est de nature quasi législative et fondé sur la demande réelle. Les montants correspondant aux dépenses prévues de 2016-2017 sont fondés sur des prévisions établies en 2015 dans le cadre du RPP de 2016-2017 et non sur les prévisions à jour de 2016 établies à l’automne 2016.",1.00,1.50,"0.5 of an FTE was devoted to RISB as a result of workload related to administering this benefit.","L’équivalent temps plein d’une demi-personne a été consacré à l’ASRR en raison de la charge de travail associée à l’administration de cette prestation."
"P1021-0034","VAC-BBX00","Family Caregiver Relief Benefit","Allocation pour relève d’un aidant familial","The Family Caregiver Relief Benefit provides eligible Veterans with an annual tax-free grant payment. The amount of the grant is indexed every January 1st. This benefit ensures that Veterans continue to get the support they need when their informal caregivers are temporarily unavailable. It allows an informal caregiver to take time off and recharge or attend to his or her own health and well-being, knowing that someone else is providing necessary services and support to the Veteran in his or her absence. This program uses funding from the Family Caregiver Relief Benefit transfer payment.","L’allocation pour relève d’un aidant familial permet aux vétérans admissibles de recevoir une subvention annuelle non imposable en un versement unique. Le montant de la subvention est indexé le 1er janvier de chaque année. Cette allocation permet de s’assurer que les vétérans continuent d’avoir le soutien dont ils ont besoin lorsque leurs aidants naturels doivent s’absenter temporairement. Elle permet à l’aidant naturel de prendre congé pour refaire le plein d’énergie et de s’occuper de sa propre santé et de son bien-être, tout en sachant qu’une autre personne se charge de fournir le soutien et les services essentiels au vétéran en son absence. Ce programme a recours au financement du paiement de transfert d’Allocation pour relève d’un aidant familial.",2180205.00,2311852.00,"","",2.00,1.90,"",""
