standard_id,year,lower,count,met_count,comment_en,comment_fr
92,2018,95.0,2772.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
2107,2018,90.0,63127.0,56737.0,,
1640,2018,0.0,0.0,0.0,No Performance tracked by TC,Aucune performance suivie par TC
2216,2018,95.0,300.0,300.0,,
102,2018,99.0,16.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
1681,2018,80.0,21.0,10.0,,
368,2018,80.0,429.0,415.0,,
541,2018,0.0,0.0,0.0,,S.O.
601,2018,0.0,0.0,0.0,,S.O.
693,2018,80.0,201460.0,164996.0,,
52,2018,80.0,34163.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
83,2018,90.0,218.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
95,2018,95.0,6558.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
103,2018,90.0,651.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
1229,2018,90.0,17.0,16.0,Measured via telephone reports.,Mesuré par rapports de téléphonies.
1192,2018,80.0,34.0,13.0,,
880,2018,100.0,386.0,0.0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
2187,2018,,,,,
137,2018,85.0,36.0,20.0,,
138,2018,80.0,101.0,80.0,,
124,2018,80.0,353.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
125,2018,100.0,1526.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
126,2018,99.9,323.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
127,2018,95.0,139.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
123,2018,95.0,6433.0,0.0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
140,2018,85.0,446.0,416.0,,
806,2018,80.0,2247.0,2076.0,,
1183,2018,90.0,20814.0,20563.0,,
139,2018,85.0,3659.0,1051.0,,
2147,2018,100.0,1.0,0.0,,
1030,2018,90.0,11656.0,10378.0,Tool only accepts numeric values.  Annual Business Volume Satisfying Standard cell should have these comments:  N/A (Various standards by submission type),L'outil accepte seulement les valeurs numériques. Le champ « Volume d'activités annuel qui respecte la norme » doit contenir cette mention : S.O. (différentes normes selon le type de présentation).
2231,2018,80.0,42.0,31.0,,
1641,2018,0.0,0.0,0.0,No Performance tracked by TC,Aucune performance suivie par TC
146,2018,80.0,2968.0,2611.0,88% target within 5 days.  For F/Y 2018/19,Norme de service de 5 jours respectée dans 88 % des cas. Pour l’exercice 2018-2019
165,2018,100.0,28119852.0,28119852.0,The number reported is the total # of Financial Transaction reports received electronically for 2018/19,Le nombre déclaré est le nombre total de déclarations d'opérations financières reçues par voie électronique pour 2018-2019.
1642,2018,80.0,100.0,99.0,,
1643,2018,80.0,26.0,21.0,,
1645,2018,80.0,109.0,99.0,,
1181,2018,90.0,38984.0,37817.0,,
2148,2018,75.0,49546.0,0.0,Annual business volume satisfying standard is currently not captured in any systems.,La norme de satisfaction relative au volume annuel d'activité n'est actuellement consignée dans aucun système.
167,2018,,,,Not applicable,Sans objet
881,2018,100.0,1771.0,0.0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
2189,2018,85.0,159610.0,0.0,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.
2217,2018,85.0,9.0,7.0,,
2232,2018,80.0,41.0,39.0,,
1268,2018,90.0,16100.0,16052.0,,
2190,2018,,,,,
2218,2018,85.0,116.0,104.0,,
2233,2018,80.0,47.0,47.0,,
2306,2018,90.0,1165.0,1030.0,"Various standards by site licence type. Service is via PDF fillable forms, mailed to HC.",Diverses normes selon le type de licences d'exploitation. Les formulaires PDF à remplir sont envoyés à Santé Canada.
370,2018,80.0,23.0,23.0,,
1270,2018,90.0,15700.0,15072.0,,
2150,2018,90.0,451848.0,92.0,Business volume for FY 2018-19.,Volume d'activité pour l'AF 2018-2019.
215,2018,80.0,28418.0,26997.0,The satisfaction rate of 95% obtained by survey was extrapolated from the estimated number of visitors.,Le taux de satisfaction de 95% obtenu par sondage a été extrapolé à partir du nombre de visiteurs estimé.
216,2018,80.0,66051.0,65390.0,The satisfaction rate of 99% obtained by survey was extrapolated from the estimated number of visitors.,Le taux de satisfaction de 99% obtenu par sondage a été extrapolé à partir du nombre de visiteurs estimé.
218,2018,100.0,40.0,40.0,,
217,2018,80.0,35930.0,35211.0,The satisfaction rate of 98% obtained by survey was extrapolated from the estimated number of visitors.,Le taux de satisfaction de 98% obtenu par sondage a été extrapolé à partir du nombre de visiteurs estimé.
214,2018,80.0,4000000.0,3520000.0,The satisfaction rate of 88% obtained by survey was extrapolated to the estimated number of visitors.,Le taux de satisfaction de 88% obtenu par sondage a été extrapolé au nombre de visiteurs estimé.
1699,2018,100.0,238.0,236.0,,
230,2018,80.0,1.0,1.0,,
228,2018,80.0,131.0,131.0,,
221,2018,100.0,22.0,7.0,"Target not met due to the high volume of pages processed and attention given to closing complaints
and applying lessons from these complaints. The NEB's ATIP Office will continue to strive for both
improved compliance rates and quality of information released.",Le volume de pages traitées et une attention accrues accordées à la résolution des plaints et à l’application des leçons apprises ont contribués à un bas taux de conformité. Le bureau de l’AIPRP de l’Office continuera d’améliorer son taux de conformité.
222,2018,90.0,819.0,787.0,,
2302,2018,,,,"Target - TBD
Total Annual Business Volume is 64124
Annual Business Volume Satisfying Standard is 64124

The Department is currently reviewing its service standards to reflect a percentage of outcomes.","Cible - TBD
Volume d'activités annuel total -64124
Volume d'activités annuel qui respecte la norme -64124

Le Ministère passe en revue ses normes de services afin qu'elles reflètent un pourcentage de résultats."
219,2018,100.0,28.0,23.0,,
1646,2018,80.0,99.0,98.0,,
882,2018,100.0,425.0,0.0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
2108,2018,,,,,
247,2018,100.0,4.0,4.0,,
237,2018,80.0,31.0,31.0,,
243,2018,100.0,37.0,37.0,,
241,2018,80.0,268.0,267.0,,
253,2018,100.0,16.0,16.0,,
235,2018,80.0,0.0,0.0,,
242,2018,80.0,21.0,17.0,,
240,2018,80.0,13.0,13.0,,
2111,2018,90.0,39.0,35.0,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
294,2018,90.0,1594.0,1252.0,,
2109,2018,100.0,39.0,39.0,"Measured via quality assurance reports. Client service is provided during business hours. The standard is met 100% of the time, except in circumstances beyond our control (e.g. fire alarm), when the standard is met 99.9% of the time.","Mesuré au moyen de rapports d'assurance de la qualité. Le service à la clientèle est fourni pendant les heures ouvrables. La norme est respectée 100% du temps, sauf dans des circonstances indépendantes de notre volonté (par exemple, une alarme incendie), lorsque la norme est respectée à 99,9% du temps."
1701,2018,100.0,5000.0,5000.0,,
2234,2018,85.0,2463.0,1975.0,,
279,2018,80.0,127.0,114.0,,
280,2018,80.0,60.0,54.0,,
281,2018,80.0,60.0,60.0,,
282,2018,80.0,20.0,18.0,,
283,2018,80.0,126.0,120.0,,
284,2018,80.0,126.0,120.0,,
257,2018,80.0,1.0,1.0,,
256,2018,80.0,0.0,0.0,,
258,2018,80.0,0.0,0.0,,
259,2018,90.0,3866.0,3549.0,"Although total annual business volume was 3866, the IRB completed 3596 requests, 47 requests were late, which amounts to 98.9% responded within the legislated timeframe","Bien que le volume d’activités annuel total ait été de 3 866, la CISR a réglé 3 596 demandes, et 47 demandes étaient en retard, ce qui signifie que 98,9 p. 100 des demandes ont été traitées dans les délais prévus par la loi."
1647,2018,80.0,3.0,3.0,,
2110,2018,90.0,39.0,36.0,Measured via outage reports.,Mesuré par les rapports d'interruption.
2152,2018,90.0,927.0,88.0,Business volume for FY 2018-19.,Volume d'activité pour l'AF 2018-2019.
2235,2018,85.0,386.0,370.0,,
277,2018,80.0,316.0,308.0,,
267,2018,80.0,20.0,20.0,,
268,2018,80.0,12.0,12.0,,
269,2018,80.0,20.0,20.0,,
275,2018,80.0,1045.0,877.0,,
266,2018,80.0,1974.0,1468.0,,
270,2018,95.0,546473.0,486798.0,,
272,2018,95.0,11239.0,11239.0,,
271,2018,95.0,2222.0,2222.0,,
1648,2018,80.0,212.0,212.0,,
314,2018,90.0,158.0,147.0,,
300,2018,80.0,420.0,417.0,,
2153,2018,90.0,700000.0,90.0,Tracked in an Internal system (National Institute of Standards and Technology Server),Suivi dans un système interne (serveur du National Institute of Standards and Technology)
303,2018,80.0,272.0,272.0,,
1650,2018,80.0,48.0,44.0,,
1651,2018,80.0,9.0,9.0,,
302,2018,80.0,4154.0,4154.0,,
330,2018,80.0,955.0,955.0,,
331,2018,80.0,176.0,176.0,,
336,2018,80.0,54.0,43.0,,
337,2018,80.0,130.0,130.0,,
413,2018,80.0,18.0,14.0,,
341,2018,80.0,2.0,2.0,,
342,2018,80.0,53.0,53.0,,
346,2018,80.0,63.0,47.0,,
352,2018,80.0,65.0,65.0,,
356,2018,80.0,42.0,42.0,,
357,2018,80.0,219.0,219.0,,
1652,2018,80.0,59.0,59.0,,
362,2018,80.0,5.0,5.0,,
364,2018,80.0,50.0,48.0,,
366,2018,80.0,43.0,43.0,,
412,2018,80.0,47.0,38.0,,
389,2018,80.0,16.0,16.0,,
374,2018,80.0,30.0,22.0,,
375,2018,80.0,0.0,0.0,,
1653,2018,80.0,59.0,56.0,,
382,2018,80.0,0.0,0.0,,
2112,2018,100.0,33.0,33.0,Measured via quality assurance reports.,Mesuré au moyen de rapports d'assurance de la qualité.
385,2018,80.0,243.0,243.0,,
387,2018,80.0,12.0,12.0,,
391,2018,80.0,0.0,0.0,,
392,2018,80.0,99.0,99.0,,
393,2018,80.0,30.0,30.0,This service standard reflects the volume from Agricultural Youth Green Jobs Initiative.  Career Focus Program did not have this service standard.,Cette norme de service reflète le volume associé à l’Initiative de stage en agroenvironnement. Le Programme objectif carrière n’était pas visé par cette norme de service.
394,2018,80.0,28.0,28.0,,
397,2018,80.0,57.0,42.0,,
402,2018,80.0,554.0,542.0,,
414,2018,80.0,0.0,0.0,,
417,2018,80.0,39.0,39.0,,
420,2018,80.0,2.0,2.0,,
422,2018,80.0,0.0,0.0,,
403,2018,80.0,336.0,226.0,,
424,2018,80.0,44.0,38.0,,
525,2018,95.0,0.0,0.0,"This Advisory Service is not a transactional e-service. It is information accessible online, available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. 
The Service Standard assesses the accessibility of the hydrometric data on the web site, i.e. the percentage of downtime of the WaterOffice and Datamart websites, divided by # of hours in the year. The service target is 95%. For 2018-19, the performance result is 98%: hydrometric data was accessible to the public 98% of the time due to short planned and unplanned downtime periods of the WaterOffice website and Datamart data provision service. Also, as some of the stations are seasonal, real-time information for active and inactive stations is available online.","Ce Service Consultatif n’est pas un service transactionnel électronique. L’information est accessible en ligne, disponible instantanément et en libre service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. 
La norme de service évalue l'accessibilité des données hydrométriques sur le site web, c.-à-d. le pourcentage des temps d’arrêt des sites Web WaterOffice et Datamart, divisé par le # d’heures dans l’année. La cible de la norme de service est 95%. Pour 2018-19, le résultat de performance est 98% : les données hydrométriques ont été accessibles au public 98% du temps, dû aux courts temps d’arrêt planifiés et non planifiés du site WaterOffice et du service de provision de données du site Datamart. Aussi, puisque  certaines stations sont saisonnières, de l'information en temps réel sur les stations actives et inactives est disponible en ligne."
404,2018,80.0,42.0,34.0,,
542,2018,0.0,0.0,0.0,,S.O.
405,2018,80.0,1.0,1.0,,
406,2018,80.0,611.0,543.0,,
407,2018,80.0,1774.0,1703.0,,
408,2018,80.0,49.0,42.0,,
409,2018,80.0,1.0,1.0,,
410,2018,80.0,507.0,464.0,,
411,2018,80.0,1605.0,1567.0,,
2113,2018,90.0,33.0,30.0,Measured via telephone reports.,Mesuré par rapports de téléphonies.
427,2018,70.0,916453.0,556539.0,,
430,2018,80.0,2.0,2.0,,
2114,2018,90.0,33.0,29.0,Measured via enquiry reports.,Mesuré par rapports des demandes.
1654,2018,80.0,39.0,39.0,,
440,2018,80.0,20.0,20.0,,
445,2018,80.0,6.0,6.0,,
449,2018,90.0,3102.0,2555.0,,
450,2018,80.0,40.0,40.0,,
454,2018,80.0,2.0,2.0,,
458,2018,80.0,14.0,14.0,,
457,2018,75.0,5767.0,4830.0,,
461,2018,80.0,0.0,0.0,,
463,2018,80.0,44.0,30.0,,
452,2018,80.0,13.0,13.0,,
468,2018,80.0,47.0,47.0,,
470,2018,80.0,30.0,28.0,,
448,2018,90.0,1197.0,1059.0,,
2115,2018,0.0,22.0,10.0,No target is set for this service standard.,Aucune cible n’est fixée pour cette norme de service.
466,2018,90.0,3430.0,3133.0,,
465,2018,85.0,3431.0,2725.0,,
467,2018,85.0,3300.0,2969.0,,
2154,2018,90.0,639.0,639.0,"Volumes are for both email and phone, can't be disaggregated.","Les volumes sont à la fois pour le courriel et le téléphone, et ne peuvent être désagrégés."
472,2018,80.0,36.0,35.0,,
2116,2018,95.0,39.0,39.0,,
473,2018,80.0,3312.0,2488.0,,
1656,2018,80.0,33.0,30.0,,
2117,2018,80.0,24798.0,21000.0,,
2155,2018,,,,Attendance for 100% of requests/DVI scenes,Présence dans 100 % des demandes/scènes d'IVC
485,2018,80.0,77026.0,55459.0,,
486,2018,95.0,1500.0,1470.0,"Total annual business volume - Based on 1,500 persons surveyed as a proxy for 29,155 referrals.  Tool would only allow numerals in above box.
Annual Business Volume Satisfying Standard - 1,470 (as a proxy for 28,572 meeting the target).  Tool would only allow numerals in above box.","Volume d’affaires total annuel – 1 500 (personnes interrogées, d’après 29 155 aiguillages). L’outil permet d’entrer uniquement des chiffres. 

Norme de satisfaction à l’égard du volume d’affaires annuel – 1 455 (réponse par procuration pour les 28 280 personnes atteignant l’objectif). L’outil permet d’entrer uniquement des chiffres."
487,2018,90.0,1500.0,1455.0,"Total Annual Business Volume - 1,500 (persons surveyed, based on 29,155 referrals).  Tool would only allow numerals
Annual Business Volume Satisfying Standard - 1,455 (as a proxy for 28,280  meeting the target).   Tool would only allow numerals.

EAP services are primarily provided in person (counsellor and client)","Volume d’affaires total annuel – 1 500 (personnes interrogées, d’après 29 155 aiguillages). L’outil permet d’entrer uniquement des chiffres. 

Norme de satisfaction à l’égard du volume d’affaires annuel – 1 455 (réponse par procuration pour les 28 280 personnes atteignant l’objectif). L’outil permet d’entrer uniquement des chiffres. 
Les services du PEA sont principalement fournis en personne (le conseiller et le client)."
488,2018,90.0,1500.0,1410.0,"Total Annual Business Volume - 1,500 (persons surveyed, based on 29,155 referrals).  Tool would only allow numerals
Annual Business Volume Satisfying Standard - 1,410 (as a proxy for 27,406 meeting the target).  Tool would only allow numerals.

EAP services are primarily provided in person (counsellor and client)","Volume d’affaires total annuel – 1 500 (personnes interrogées, d’après 29 155 aiguillages). L’outil permet d’entrer uniquement des chiffres. 

Norme de satisfaction à l’égard du volume d’affaires annuel – 1 455 (réponse par procuration pour les 28 280 personnes atteignant l’objectif). L’outil permet d’entrer uniquement des chiffres. 
Les services du PEA sont principalement fournis en personne (le conseiller et le client)."
489,2018,90.0,243.0,221.0,ICMS target established during the previous fiscal cycle (2018/19),Cible du SGIC établie au cours du cycle financier précédent (2018-2019)
491,2018,98.0,77.0,76.0,Telephone is the primary intake means; however email is often used to acquire services,"Le téléphone est le principal moyen d'admission; cependant, le courrier électronique est souvent utilisé pour acquérir des services"
490,2018,95.0,976.0,930.0,"Annual Business Volume Satisfying Standard - approximately 930.  Tool would only allow numerals to be entered. 

Telephone is the primary intake means; however email is often used to acquire services","Norme de satisfaction à l’égard du volume d’affaires annuel - environ 930. L’outil permet d’entrer uniquement des chiffres. 

Le téléphone est le principal mode de réception; toutefois, on utilise souvent un courriel pour obtenir un service."
360,2018,100.0,77026.0,100.0,"Annual Business Volume Satisfying Standard is 100% of calls answered were by a masters level counsellor (including those that went to voicemail and were called back).  Tool would not allow a % for Annual Business Volume Satisfying Standard which should read ""100%""","Norme de satisfaction à l’égard du volume d’affaires annuel est de 100% des appels répondus par un conseiller de niveau master (y compris ceux qui sont allés à la messagerie vocale et ont été rappelés). L'outil n'autoriserait pas un% pour la norme annuelle de satisfaction du volume d'affaires qui devrait se lire ""100%"""
492,2018,,,,"Specific target not identified; however the majority of cases are responded to within 72 hours
Total Annual Business Volume - 37
Annual Business Volume Satisfying Standard - 35
As per above results, EAS is able to meet service demands within standards established","Objectif précis non déterminé; toutefois, on répond à la plupart des cas dans un délai de 72 heures.  
Volume d’affaires total annuel – 37 Norme de satisfaction à l’égard du volume d’affaires annuel – 35 
Conformément aux résultats ci-dessus, les SAE sont en mesure de répondre aux demandes de service selon les normes établies."
276,2018,80.0,42.0,41.0,,
286,2018,80.0,42.0,42.0,,
287,2018,80.0,16.0,16.0,,
278,2018,80.0,316.0,310.0,,
285,2018,80.0,144.0,131.0,,
502,2018,95.0,400.0,396.0,,
498,2018,90.0,8037.0,7577.0,,
2219,2018,85.0,38.0,34.0,,
