year,service,cra_business_ids_collected,SIN_collected,phone_inquiry_count,phone_application_count,phone_inquiry_and_application_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,email_application_count,fax_application_count,other_application_count,comment_en,comment_fr
2018,1121,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The only delivery channels applicable are by website and newsletters sent by email to subscribers. Data is not available at this time, but efforts to collect this information are underway for future reports.","Les modes de prestation sont par le site web et des bulletins électroniques envoyées par courriels aux abonnés. Les données ne sont pas disponibles à l’heure actuelle, mais des efforts sont en cours pour recueillir cette information en vue de futurs rapports."
2018,1127,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The delivery channel  is by   electronic payment. Data is not available at this time, but efforts to collect this information are underway for future reports.","Le mode de prestation est  par  paiement électronique. Les données ne sont pas disponibles à l’heure actuelle, mais des efforts sont en cours pour recueillir cette information en vue de futurs rapports."
2018,1128,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The delivery channels are by email, phone and mail. Data is not available at the time, but efforts to collect this information are underway for future reports.","Les mode de prestation sont par email, par telephone et par courrier postal. Les données ne sont pas disponibles à l’heure actuelle, mais des efforts sont en cours pour recueillir cette information en vue de futurs rapports."
2018,1129,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Interactions are online through TBS site, by postal mail to TBS or by email to CIHR. Data concerning this service is  collected directly by TBS.","Les interactions sont en ligne via le site du SCT, par courier postal au SCT, ou par courrier électronique aux IRSC. Les données concernant ce service sont recueillies directement par le SCT."
2018,1132,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not applicable,Non applicable
2018,1193,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1215,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1217,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This service is not offered via telephone and is not an Information-Based Service. The service does not require clients to submit an application to receive funding.,Ce service n'est pas offert par téléphone et n'est pas un service d'information. Le service n'exige pas que les clients présentent une demande pour recevoir du financement.
2018,1220,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The number of applications received by OSFI is not tracked by communications channel. The number of applications received over the last fiscal year is 852. An application may involve multiple approvals. Service fees are levied on applications for new entrants.,Le nombre de demandes reçues par le BSIF ne fait pas l'objet d'un suivi par voie de communication.  Le nombre de demandes reçues au cours du dernier exercice est de 852. Une demande peut nécessiter plusieurs approbations. Les frais de service sont appliqués pour les nouveaux demandeurs.
2018,1223,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not available.,Données ne sont pas encore disponible.
2018,1228,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The number of requests for rulings / interpretations is not tracked by communications channel. The number of requests received over the last fiscal year is 0.,Le nombre de demandes de décisions ou d'interprétations ne fait pas l'objet d'un suivi par voie de communication. Le nombre de demandes reçues au cours du dernier exercice est de 0.
2018,1229,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enquires received did not result in First Nation votes to amend schedule I of the Act.,Les demandes de renseignements reçues n’ont pas occasionné un vote des Premières Nations visant la modification de l’annexe I de la Loi.
2018,1231,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2018,1232,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not applicable,Non-applicable
2019,1232,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not currently tracked.,Pas actuellement suivi.
2019,1241,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Use of generic program email account where enquiries are received and responded to. Funding call launched annually where applications are submitted via email.,Utilisation d’un compte de courriel générique de programme où les demandes de renseignements sont reçues et traitées. Appel au financement lancé chaque année lorsque les demandes sont soumises par courriel.
2018,1245,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GBA+ update under development.

ISC does not track the number of inquiries (or related follow-up activities) from the shelter service providers.","Une mise à jour de l’ACS+ est en cours d’élaboration.

SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant des fournisseurs de services d'hébergement."
2019,1245,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ISC does not track the number of inquiries (or related follow-up activities) from the shelter service providers,SAC ne consigne pas le nombre de demandes de renseignements (ni d’activités de suivi connexes) provenant des fournisseurs des services de refuge
2018,1249,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The number of copies and certificates are not tracked by communication channel. The number of requests received over the last fiscal year is 581. A request may involve multiple copies or certificates.,Le nombre de copies et de certificats ne fait pas l'objet d'un suivi par voie de communication. Le nombre de demandes reçues au cours du dernier exercice est de 581. Une demande peut nécessiter plusieurs copies ou certificats.
2018,1251,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The number of confirmation requests received by OSFI is not tracked by comunication channel. The number of requests received over the last fiscal year is 14. An application could include multiple confirmation requests.,Le nombre de confirmations reçues par le BSIF ne fait pas l'objet d'un suivi par voie de communication. Le nombre de demandes reçues au cours de la dernier exercice est de 14. Une demande peut nécessiter plusieurs approbations.
2019,1263,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There is no application for this service.,Il n'y a pas d'application pour ce service.
2018,1265,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New service being established. Data not yet tracked.,Ce nouveau service est en cours d'établissement. Les données n'ont pas encore été retracées.
2019,1308,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not currently tracked.,Pas actuellement suivi.
2018,1311,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2018,1328,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The number of request are not tracked by communication channel. The number of requests received over the last fiscal year is 56. Online services are offered by the Treasury Board Secretariat (TBS), not OSFI.",Le nombre de demandes ne fait pas l'objet d'un suivi par voie de communication. Le nombre de demandes reçues au cours du dernier exercice est de 56. Les services sur internet sont offerts par le Secrétariat du conseil du trésor (SCT) et non pas par le BSIF.
2018,1341,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Data is not available for telephone calls received, number of website visits, number of in-person visits, and applications via the online and mail channels. No claim was received through other channels for FY 2018-19","Aucune donnée n’est disponible sur les appels reçus, le nombre de visites du site Web ou de visites en personne ainsi que les demandes soumises en ligne ou par courrier. Aucune demande n’a été soumise par d’autres moyens au cours de l’exercice 2018-2019."
2019,1357,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The number provided under “Number of Applications Through Other Channels” is the total of requests received throught telephone, referrals, mail and emails. This service does not utilize the following service delivery channel, and therefore data on use of this channel is not applicable: Online Applications.","Le nombre présenté sous le « Nombre d’applications via d’autres canaux » est le nombre total de demandes reçues par téléphone, par renvois, par courrier et par courriels. Ce service n’utilise pas les canaux de prestation de services suivants et par conséquent, les données relatives à l’utilisation de ce canal ne sont pas applicables : demandes en ligne."
2018,1410,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not applicable for any channel,Aucune application pour les modes de prestation
2018,1468,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Authorized users use an operational web system belonging to the European Space Agency to activate the Charter. The CSA is informed by an emergency call and by mail and then prepare an acquisition plan to obtain R-2 images.,"Les utilisateurs autorisés appliquent, pour activer la charte, via un système web opérationnel maintenu par l’Agence spatiale européenne. L’ASC est informée via un appel d’urgence et par courriel et prépare ensuite un plan d’acquisition pour acquérir des images R-2."
2019,1468,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estimated number by email is about 1000 requests but is not monitored,Estimation du nombre par courriel est d'environ 1000 demandes mais n'est pas suivi
2018,1472,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The RCMP External Review Committee receives very few requests for Access to information and Privacy which are tabulated in its Annual Report on the Access to Information Act and Annual Report on the Privacy Act.,Le Comité externe d'examen de la GRC reçoit très peu de demandes d'accès à l'information et de protection des renseignements personnels qui figurent dans son rapport annuel sur la Loi sur l'accès à l'information et son rapport annuel sur la Loi sur la protection des renseignements personnels.
2018,1483,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,We do not measure the number of applications or inquiries received.  Our measurements are transaction based only - once a request has been processed and approved.,Nous ne mesurons pas le nombre de demandes ou de demandes de renseignements reçues. Nos mesures sont uniquement fondées sur les transactions – une fois qu’une demande a été traitée et approuvée.
2019,1483,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,We do not measure the number of applications or inquiries received.  Our measurements are transaction based only - once a request has been processed and approved,Nous ne mesurons pas le nombre de candidatures ou de demandes de renseignements reçues. Nos mesures sont basées sur les transactions uniquement - une fois qu'une demande a été traitée et approuvée
2019,1528,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This is not an application-based service, therefore application volumes are not applicable. This service is only offered via email and telephone and does not utilize the following service delivery channels, therefore data on use of these channels is also not applicable: Website Visits. A total of 1259 enquiries were received in FY 2019-20. This data represents both ISC and CIRNAC as Communications is a shared service","Comme il ne s’agit pas d’un service fondé sur des demandes, les volumes de demandes ne s’appliquent pas. Ce service est offert uniquement par courriel et par téléphone. Par conséquent, il n’utilise pas les modes de prestation de services suivants et les données sur l’utilisation de ces modes ne s’appliquent pas : visites du site Web. Au total, 1 259 demandes de renseignements ont été reçues au cours de l’exercice 2019-2020. Ces données portent sur SAC et Relations Couronne-Autochtones et Affaires du Nord Canada (RCAANC), car les services de communication sont partagés."
2019,1534,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This is not an application-based service, therefore application volumes are not applicable. This service does not utilize the following service delivery channels, and therefore data on use of these channels is also not applicable: Telephone inquiries, website visits (as social media are separate platforms). As external platforms, data on social media website visits is not available. A total of 13,054 social media inquiries were received in FY 2019-20. This data represents both ISC and CIRNAC as Communications is a shared service","Comme il ne s’agit pas d’un service fondé sur des demandes, les volumes de demandes ne s’appliquent pas. Ce service n’utilise pas les modes de prestation de services suivants et, par conséquent, les données sur l’utilisation de ces modes ne s’appliquent pas non plus : demandes de renseignements téléphoniques, visites sur le site Web (les pages de médias sociaux étant des plateformes distinctes). En tant que plateformes externes, les données sur les visites des pages de médias sociaux ne sont pas disponibles. Au total, 13 054 demandes de renseignements ont été reçues par la voie des médias sociaux au cours de l’exercice 2019-2020. Ces données portent sur SAC et RCAANC, car les services de communication sont partagés."
2019,1538,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Program is fully allocated and not accepting applications.,Les fonds pour ce programme ont été entièrement affectés et le programme n'accepte aucune proposition.
2019,1539,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Program is fully allocated and not accepting applications.,Les fonds pour ce programme ont été entièrement affectés et le programme n'accepte aucune proposition.
2019,1540,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Program is fully allocated and not accepting applications.,Les fonds pour ce programme ont été entièrement affectés et le programme n'accepte aucune proposition.
2019,1544,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Applications are not required in relation to Private Buoys.,Des demandes d'approbation ne sont pas requises pour les bouées privées.
2018,1550,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The NRC submits an annual report to Parliament on the administration of ATIP. Report includes statistics on ATIP requests, but report for 2018-19 has not been tabled yet.",TBC
2018,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is to be determined.",Le SCC développe actuellement sa capacité de rapporter le nombre de victimes ayant reçu des informations à travers le Portail des Victimes. Le SCC a aussi lancé une Stratégie de communication et de sensibilisation avec comme but d’augmenter la visibilité du Service d’information des victimes et la possibilité de l’utiliser sur le Portail. Le SCC prévoit pouvoir commencer à rapporter les résultats reliés aux indicateurs établis d’ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats est à déterminer.
2019,1566,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2019,1568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1583,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service not provided through specified channels. Website visits not tracked.,Service non fourni par les canals spécifiés. Visites sur le site non comptabilisées.
2018,1586,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1597,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This standard service is provided by the Farm Products Council of Canada either directly, or in conjunction with AAFC staff.","Ce service standard est fourni par le Conseil des produits agricoles du Canada, soit directement, soit conjointement avec le personnel d'AAC."
2019,1597,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1601,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No application is required to receive this newsletter. The Focus newsletter is distribited to national agencies, stakeholders and within government. Distribution lists are maintained and updated throughout the year.","Aucune demande n'est requise pour recevoir ce bulletin. Le bulletin d'information Focus est distribué aux agences nationales, aux parties prenantes et au gouvernement. Les listes de distribution sont maintenues et mises à jour tout au long de l'année."
2019,1601,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1626,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1639,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online and data is not available.,Le service n'est pas offert en ligne et les données ne sont pas disponibles.
2018,1647,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Telephone inquiries are not tracked. Not an information-based service. Number of online applications not tracked. Service not provided through specified channels.,Demandes téléphoniques non comptabilisées. Pas un service d'information. Nombre d'applications en ligne non comptabilisés. Service non fourni par les canals spécifiés.
2019,165,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTA does not track by which channel the request is made.,L'OTC ne suit pas par quel canal la demande est effectuée.
2019,166,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTA does not track by which channel the request is made.,L'OTC ne suit pas par quel canal la demande est effectuée.
2018,1671,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grants are awarded through a competitive process. Clients apply to Annoncements of Opportunity according to the CSA Class Grants and Contributions program terms and conditions.,Les subventions sont octroyées par un processus compétitif. Les clients appliquent sur des offres de participation sous les modalités du programme global de subventions et contributions.
2019,167,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTA does not track by which channel the request is made.,L'OTC ne suit pas par quel canal la demande est effectuée.
2018,1690,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information is not yet provide,L'information n'est pas encore fournie
2018,1693,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Refers to 2 information sessions requested and delivered. Number of website visits not tracked by DPD,Fait référence à 2 séances d’information demandées et livrées. Nombre de visites de sites Web non suivies par DPD
2018,1699,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information is not yet provide,L'information n'est pas encore fournie
2018,1715,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information is not tracked. Not an information-based service. Service not provided through specified channels.,Information non comptabilisée. Pas un service d'information. Service non fourni par les canals spécifiés.
2018,1716,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Email only. 25-40 inquiries per week. Service not provided through specified channels.,Courriel seulement. Il y a 25 à 40 demandes par semaine. Service non fourni par les canals spécifiés.
2018,1721,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There are no metrics for this service.,Il n’y a pas de mesure pour ce service.
2018,1722,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There are no metrics for this service.,Il n’y a pas de mesure pour ce service.
2018,1737,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While the most popular way to submit an application is via email, program applications are also accepted via postal mail and fax.",Translation to follow
2018,1738,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While the most popular way to submit an application is via email, program applications are also accepted via postal mail and fax.",Translation to follow
2018,1739,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While the most popular way to submit an application is via email, program applications are also accepted via postal mail and fax.",Translation to follow
2018,1740,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While the most popular way to submit an application is via email, program applications are also accepted via postal mail and fax.",Translation to follow
2018,1748,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While the most popular way to submit an application is via email, program applications are also accepted via postal mail and fax.",Translation to follow
2018,1749,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While the most popular way to submit an application is via email, program applications are also accepted via postal mail and fax.",Translation to follow
2018,1754,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone Inquiries, Website Visits, Online Applications, In-Person Applications, Applications through other channels. The Department provides a service that is mandated as per the Indian Act, and other Acts and regulations but no tangible outcome  (i.e. such as a Secure Status card or passport). The Department appoints administrators and manage estates as a matter of last resort.","Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : Demandes téléphoniques, visites sur le site Web, applications en ligne, applications en personne, applications via d’autres canaux. Le ministère fournit un service qui appuie le mandat du Ministère dans la Loi sur les Indiens, et sur les autres Projets de Loi et règlements mais sur aucun résultat tangible (par ex. tel que le certificat sécurisé du statut indien ou le passeport). Le ministère nomme les administrateurs et gère les successions en dernier recours."
2018,1756,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service utilizes the following service delivery channels, but data on use of these channels is not available at this time because it is not yet ready for publication: Telephone, Website Visits, Online Applications, In-Person Applications, Applications by Mail.","Ce service utilise les modes de prestation de service suivants, mais les données sur l’utilisation de ces modes ne sont pas accessibles pour le moment, puisqu’elles ne sont pas encore prêtes pour la publication : demandes téléphoniques, visites sur le site Web, demandes en ligne, demandes en personne, demandes par courrier."
2018,1757,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service utilizes the following service delivery channels, but data on use of these channels is not available at this time because it is not yet ready for publication: Telephone, Website Visits, Online Applications, In-Person Applications, Applications by Mail.","Ce service utilise les modes de prestation de service suivants, mais les données sur l’utilisation de ces modes ne sont pas accessibles pour le moment, puisqu’elles ne sont pas encore prêtes pour la publication : demandes téléphoniques, visites sur le site Web, demandes en ligne, demandes en personne, demandes par courrier."
2018,1772,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This is not an online service.,Ceci n'est pas un service en ligne.
2018,1773,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"- Numerous calls between INFC and funding recipients 
- No new applications in fiscal year 2018-2019","- De nombreux appels entre l'INFC et les bénéficiaires de financement 
- Aucune nouvelle demande pour l'année fiscale 2018-2019"
2018,1774,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"- Numerous calls between INFC and funding recipients.
- No new applications in Fiscal Year 2018-2019","- De nombreux appels entre l'INFC et les bénéficiaires de financement.
- Aucune nouvelle demande pour l'année fiscale 2018-2019."
2018,1780,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No longer receiving applications (only payments are being processed).,On ne reçoit plus de demandes (seulement les paiements sont en cours de traitement).
2019,1780,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1781,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No longer receiving applications (only payments are being processed).,On ne reçoit plus de demandes (seulement les paiements sont en cours de traitement).
2018,1784,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1785,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The service is not offered via telephone, website visits or in-person at INFC. Requests are made online or by mail/email. In fiscal year 2018-19, ATIP received 302 requests via online portals, mail or email. The breakdown of the data for these three categories is not available.","Le service n'est pas offert par téléphone, visites sur le sites web ou en personne à l'INFC.  Les demandes sont faites en ligne ou par courrier électronique. Au cours de l'exercice 2018-2019, l'ATIP a reçu 302 demandes par l'entremise de portails en ligne, de courrier ou d'email. La ventilation des données pour ces trois catégories n'est pas disponible."
2018,1786,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Clinical and Client Care is a mandatory program within FNIHB as it has a direct impact on health and safety, is tied to legislated provincial or territorial  standards, requiring  specific professional certifications.  Service Delivery Channels will vary in relation to community needs and capacity.","Les soins cliniques et aux clients constituent un programme obligatoire au sein de la DGSPNI, puisqu’ils ont une incidence directe sur la santé et la sécurité. Ils sont liés aux normes provinciales ou territoriales prescrites par la loi et exigent des certifications professionnelles spécifiques. Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté."
2018,1791,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Clinical and Client Care is a mandatory program within FNIHB as it has a direct impact on health and safety, is tied to legislated provincial or territorial  standards, requiring  specific professional certifications. Service Delivery Channels will vary in relation to community needs and capacity.","Les soins cliniques et aux clients constituent un programme obligatoire au sein de la DGSPNI, puisqu’ils ont une incidence directe sur la santé et la sécurité. Ils sont liés aux normes provinciales ou territoriales prescrites par la loi et exigent des certifications professionnelles spécifiques. Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté."
2018,1795,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Home and Community Care is a mandatory programs within FNIHB as it has a direct impact on health and safety, is tied to legislated provincial or territorial  standards, requiring  specific professional certifications.  Service Delivery Channels will vary in relation to community needs and capacity.","Les soins à domicile et en milieu communautaire constituent des programmes obligatoires au sein de la DGSPNI, puisqu’ils ont une incidence directe sur la santé et la sécurité. Ils sont liés aux normes provinciales ou territoriales prescrites par la loi et exigent des certifications professionnelles spécifiques. Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté."
2019,1795,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Interactions with clients take place on an ongoing basis over multiple service delivery channels and vary between community needs and capacity and cannot be quantified as discrete telephone inquiries or website visits, therefore these fields are also not applicable.","Les interactions avec les clients se font en continu au moyen de multiples modes de prestation de services et varient en fonction des besoins et de la capacité de la communauté. Elles ne peuvent être quantifiées comme le sont les demandes téléphoniques ou les visites sur un site Web. Par conséquent, ces champs ne sont pas applicables"
