program_id,result_id
OICC-BTK10,DR-drr19-448
OICC-BTK10,DR-drr19-449
OICC-BTK10,DR-drr19-447
OICC-BTK10,DR-dp20-446
OICC-BTK10,DR-dp20-444
OICC-BTK10,DR-dp20-445
OICC-BTK10,DR-dp20-448
OICC-BTK10,DR-dp20-449
OICC-BTK10,DR-dp20-447
OICC-BTK05,DR-drr18-446
OICC-BTK05,DR-drr18-444
OICC-BTK05,DR-drr18-445
OICC-BTK05,DR-drr18-448
OICC-BTK05,DR-drr18-449
OICC-BTK05,DR-drr18-447
OICC-BTK05,DR-drr19-446
OICC-BTK05,DR-drr19-444
OICC-BTK05,DR-drr19-445
OICC-BTK05,DR-drr19-448
OICC-BTK05,DR-drr19-449
OICC-BTK05,DR-drr19-447
OICC-BTK05,DR-dp20-446
OICC-BTK05,DR-dp20-444
OICC-BTK05,DR-dp20-445
OICC-BTK05,DR-dp20-448
OICC-BTK05,DR-dp20-449
OICC-BTK05,DR-dp20-447
OICC-BTK04,DR-drr18-446
OICC-BTK04,DR-drr18-444
OICC-BTK04,DR-drr18-445
OICC-BTK04,DR-drr18-448
OICC-BTK04,DR-drr18-449
OICC-BTK04,DR-drr18-447
OICC-BTK04,DR-drr19-446
OICC-BTK04,DR-drr19-444
OICC-BTK04,DR-drr19-445
OICC-BTK04,DR-drr19-448
OICC-BTK04,DR-drr19-449
OICC-BTK04,DR-drr19-447
OICC-BTK04,DR-dp20-446
OICC-BTK04,DR-dp20-444
OICC-BTK04,DR-dp20-445
OICC-BTK04,DR-dp20-448
OICC-BTK04,DR-dp20-449
OICC-BTK04,DR-dp20-447
FJA-BNZ02,DR-drr18-390
FJA-BNZ02,DR-drr18-389
FJA-BNZ02,DR-drr19-1043
FJA-BNZ02,DR-drr19-1042
FJA-BNZ02,DR-dp20-1043
FJA-BNZ02,DR-dp20-1042
ORL-BVA02,DR-drr18-75
ORL-BVA02,DR-drr18-74
ORL-BVA02,DR-drr19-1051
ORL-BVA02,DR-drr19-1050
SHARE-BWG04,DR-dp20-1237
SHARE-BWG04,DR-dp20-1239
SHARE-BWG04,DR-dp20-1238
SHARE-BWG03,DR-drr18-363
SHARE-BWG03,DR-drr18-364
SHARE-BWG03,DR-drr18-365
SHARE-BWG03,DR-drr19-1237
SHARE-BWG03,DR-drr19-1239
SHARE-BWG03,DR-drr19-1238
SHARE-BWG01,DR-drr18-363
SHARE-BWG01,DR-drr18-365
SHARE-BWG01,DR-drr19-1237
SHARE-BWG01,DR-drr19-1238
ND-BUO10,DR-drr18-341
ND-BUO10,DR-drr19-1280
ND-BUO10,DR-dp20-1407
ND-BUO02,DR-drr18-341
ND-BUO02,DR-drr18-340
ND-BUO02,DR-drr19-1280
ND-BUO02,DR-drr19-1279
ND-BUO02,DR-dp20-1407
ND-BUO02,DR-dp20-1279
ND-BUO06,DR-drr18-341
ND-BUO06,DR-drr18-340
ND-BUO06,DR-drr19-1280
ND-BUO06,DR-drr19-1279
ND-BUO06,DR-dp20-1407
ND-BUO06,DR-dp20-1279
ND-BUO05,DR-drr18-341
ND-BUO05,DR-drr18-340
ND-BUO05,DR-drr19-1280
ND-BUO05,DR-drr19-1279
ND-BUO05,DR-dp20-1407
ND-BUO05,DR-dp20-1279
ND-BUO08,DR-drr18-341
ND-BUO08,DR-drr18-340
ND-BUO08,DR-drr19-1280
ND-BUO08,DR-drr19-1279
ND-BUO08,DR-dp20-1407
ND-BUO08,DR-dp20-1279
ND-BUO03,DR-drr18-341
ND-BUO03,DR-drr18-340
ND-BUO03,DR-drr19-1280
ND-BUO03,DR-drr19-1279
ND-BUO03,DR-dp20-1407
ND-BUO03,DR-dp20-1279
ND-BUO04,DR-drr18-341
ND-BUO04,DR-drr18-340
ND-BUO04,DR-drr19-1280
ND-BUO04,DR-drr19-1279
ND-BUO04,DR-dp20-1407
ND-BUO04,DR-dp20-1279
INDSC-BXQ01,DR-dp20-1331
INDSC-BXQ01,DR-dp20-1332
INDSC-BXQ01,DR-drr19-1331
INDSC-BXQ01,DR-drr19-1332
INDSC-BXQ02,DR-dp20-1331
INDSC-BXQ02,DR-dp20-1332
INDSC-BXQ02,DR-drr19-1331
INDSC-BXQ02,DR-drr19-1332
INDSC-BXQ03,DR-dp20-1331
INDSC-BXQ03,DR-dp20-1332
INDSC-BXQ03,DR-drr19-1331
INDSC-BXQ03,DR-drr19-1332
CFIA-BUH08,DR-drr18-388
CFIA-BUH08,DR-drr18-387
CFIA-BUH08,DR-drr19-1271
CFIA-BUH08,DR-drr19-1272
CFIA-BUH08,DR-dp20-1271
CFIA-BUH08,DR-dp20-1272
CFIA-BUH12,DR-drr18-388
CFIA-BUH12,DR-drr18-386
CFIA-BUH12,DR-drr19-1271
CFIA-BUH12,DR-drr19-1273
CFIA-BUH12,DR-dp20-1271
CFIA-BUH12,DR-dp20-1273
CFIA-BUH13,DR-drr18-388
CFIA-BUH13,DR-drr19-1271
CFIA-BUH13,DR-dp20-1271
CFIA-BUH15,DR-drr18-388
CFIA-BUH15,DR-drr19-1271
CFIA-BUH15,DR-dp20-1271
CFIA-BUH14,DR-drr18-388
CFIA-BUH14,DR-drr19-1271
CFIA-BUH14,DR-dp20-1271
CFIA-BUH04,DR-drr18-388
CFIA-BUH04,DR-drr18-387
CFIA-BUH04,DR-drr19-1271
CFIA-BUH04,DR-drr19-1272
CFIA-BUH04,DR-dp20-1271
CFIA-BUH04,DR-dp20-1272
EA-BVD04,DR-drr18-97
EA-BVD04,DR-drr18-95
EA-BVD04,DR-drr18-96
EA-BVD04,DR-drr19-947
EA-BVD04,DR-drr19-950
EA-BVD04,DR-drr19-946
EA-BVD04,DR-dp20-947
EA-BVD04,DR-dp20-950
EA-BVD04,DR-dp20-946
EA-BVD01,DR-drr18-97
EA-BVD01,DR-drr18-99
EA-BVD01,DR-drr18-95
EA-BVD01,DR-drr18-96
EA-BVD01,DR-drr18-98
EA-BVD01,DR-drr19-947
EA-BVD01,DR-drr19-949
EA-BVD01,DR-drr19-950
EA-BVD01,DR-drr19-946
EA-BVD01,DR-drr19-948
EA-BVD01,DR-dp20-947
EA-BVD01,DR-dp20-949
EA-BVD01,DR-dp20-950
EA-BVD01,DR-dp20-946
EA-BVD01,DR-dp20-948
EA-BVD02,DR-drr18-97
EA-BVD02,DR-drr19-947
EA-BVD02,DR-dp20-947
JUS-BNY04,DR-drr18-204
JUS-BNY04,DR-drr19-1109
JUS-BNY04,DR-dp20-1109
JUS-BNY08,DR-drr18-204
JUS-BNY08,DR-drr19-1109
JUS-BNY08,DR-dp20-1109
JUS-BNY06,DR-drr18-204
JUS-BNY06,DR-drr18-205
JUS-BNY06,DR-drr19-1109
JUS-BNY06,DR-drr19-1110
JUS-BNY06,DR-dp20-1109
JUS-BNY06,DR-dp20-1110
CPCC-BWX02,DR-drr18-139
CPCC-BWX02,DR-drr18-137
CPCC-BWX02,DR-drr18-140
CPCC-BWX02,DR-drr18-138
CPCC-BWX02,DR-drr19-1132
CPCC-BWX02,DR-drr19-1130
CPCC-BWX02,DR-drr19-1133
CPCC-BWX02,DR-drr19-1131
CPCC-BWX02,DR-dp20-1132
CPCC-BWX02,DR-dp20-1130
CPCC-BWX02,DR-dp20-1133
CPCC-BWX02,DR-dp20-1131
CPCC-BWX01,DR-drr18-139
CPCC-BWX01,DR-drr18-137
CPCC-BWX01,DR-drr18-140
CPCC-BWX01,DR-drr18-138
CPCC-BWX01,DR-drr19-1132
CPCC-BWX01,DR-drr19-1130
CPCC-BWX01,DR-drr19-1133
CPCC-BWX01,DR-drr19-1131
CPCC-BWX01,DR-dp20-1132
CPCC-BWX01,DR-dp20-1130
CPCC-BWX01,DR-dp20-1133
CPCC-BWX01,DR-dp20-1131
ISC-BNO03,DR-drr18-130
ISC-BNO03,DR-drr18-129
ISC-BNO03,DR-drr18-128
ISC-BNO03,DR-drr19-975
ISC-BNO03,DR-drr19-974
ISC-BNO03,DR-drr19-973
ISC-BNO03,DR-dp20-975
ISC-BNO03,DR-dp20-974
ISC-BNO03,DR-dp20-973
ISC-BNO01,DR-drr18-130
ISC-BNO01,DR-drr18-129
ISC-BNO01,DR-drr19-975
ISC-BNO01,DR-drr19-974
ISC-BNO01,DR-dp20-975
ISC-BNO01,DR-dp20-974
ISC-BNO02,DR-drr18-130
ISC-BNO02,DR-drr19-975
ISC-BNO02,DR-dp20-975
ISC-BNO04,DR-drr18-130
ISC-BNO04,DR-drr18-129
ISC-BNO04,DR-drr19-975
ISC-BNO04,DR-drr19-974
ISC-BNO04,DR-dp20-975
ISC-BNO04,DR-dp20-974
CEAA-BGV02,DR-drr18-41
CEAA-BGV02,DR-drr18-40
CEAA-BGV02,DR-drr18-39
CEAA-BGV02,DR-drr19-1016
CEAA-BGV02,DR-drr19-1017
CEAA-BGV02,DR-drr19-1018
CEAA-BGV02,DR-dp20-1404
CEAA-BGV02,DR-dp20-1403
CEAA-BGV02,DR-dp20-1402
CEAA-BGV01,DR-drr18-41
CEAA-BGV01,DR-drr18-40
CEAA-BGV01,DR-drr18-39
CEAA-BGV01,DR-drr19-1016
CEAA-BGV01,DR-drr19-1017
CEAA-BGV01,DR-drr19-1018
CEAA-BGV01,DR-dp20-1404
CEAA-BGV01,DR-dp20-1403
CEAA-BGV01,DR-dp20-1402
NEB-BTA01,DR-drr18-327
NEB-BTA01,DR-drr18-326
NEB-BTA01,DR-drr18-325
NEB-BXY01,DR-drr19-1030
NEB-BXY01,DR-drr19-1031
NEB-BXY01,DR-drr19-1032
NEB-BXY01,DR-dp20-1030
NEB-BXY01,DR-dp20-1031
NEB-BXY01,DR-dp20-1032
EA-BVB05,DR-drr18-88
EA-BVB05,DR-drr19-939
EA-BVB05,DR-dp20-939
EA-BVB19,DR-drr19-939
EA-BVB19,DR-dp20-939
INDSC-BXL01,DR-dp20-1324
INDSC-BXL01,DR-drr19-1324
INDSC-BXL02,DR-dp20-1324
INDSC-BXL02,DR-drr19-1324
INDSC-BXL04,DR-dp20-1324
INDSC-BXL03,DR-dp20-1324
INDSC-BXL03,DR-drr19-1324
FO-BTF13,DR-dp20-1345
FO-BTF13,DR-dp20-1343
FO-BTF03,DR-drr18-282
FO-BTF03,DR-drr19-919
FO-BTF03,DR-dp20-1345
CSC-BUK04,DR-drr18-218
CSC-BUK04,DR-drr19-1101
CSC-BUK04,DR-dp20-1101
CSC-BUK06,DR-drr18-218
CSC-BUK06,DR-drr19-1101
CSC-BUK10,DR-drr18-218
CSC-BUK10,DR-drr19-1101
CSC-BUK10,DR-dp20-1101
CSC-BUK03,DR-drr18-218
CSC-BUK03,DR-drr19-1101
CSC-BUK03,DR-dp20-1101
CSC-BUK02,DR-drr18-218
CSC-BUK02,DR-drr19-1101
CSC-BUK02,DR-dp20-1101
CSC-BUK08,DR-drr18-218
CSC-BUK08,DR-drr19-1101
CSC-BUK08,DR-dp20-1101
CSC-BUK07,DR-drr18-218
CSC-BUK07,DR-drr19-1101
CSC-BUK05,DR-drr18-218
CSC-BUK05,DR-drr19-1101
CSC-BUK09,DR-drr18-218
CSC-BUK09,DR-drr19-1101
CSC-BUK09,DR-dp20-1101
CSC-BUK01,DR-drr18-218
CSC-BUK01,DR-drr19-1101
CSC-BUK01,DR-dp20-1101
CSC-BUK11,DR-dp20-1101
INDSC-BXP07,DR-dp20-1330
INDSC-BXP07,DR-drr19-1330
INDSC-BXP08,DR-dp20-1330
INDSC-BXP08,DR-drr19-1330
INDSC-BXP02,DR-dp20-1330
INDSC-BXP02,DR-drr19-1330
INDSC-BXP01,DR-dp20-1330
INDSC-BXP01,DR-drr19-1330
INDSC-BXP09,DR-dp20-1330
INDSC-BXP09,DR-drr19-1330
INDSC-BXP05,DR-dp20-1330
INDSC-BXP05,DR-drr19-1330
INDSC-BXP06,DR-dp20-1330
INDSC-BXP06,DR-drr19-1330
HRSD-BGN03,DR-drr18-17
HRSD-BGN03,DR-drr18-16
HRSD-BGN03,DR-drr18-18
HRSD-BGN03,DR-drr19-17
HRSD-BGN03,DR-drr19-465
HRSD-BGN03,DR-drr19-466
HRSD-BGN03,DR-dp20-17
HRSD-BGN03,DR-dp20-465
HRSD-BGN03,DR-dp20-466
HRSD-BGN02,DR-drr18-17
HRSD-BGN02,DR-drr18-18
HRSD-BGN02,DR-drr19-17
HRSD-BGN02,DR-drr19-466
HRSD-BGN02,DR-dp20-17
HRSD-BGN02,DR-dp20-466
ND-BUO01,DR-drr18-340
ND-BUO01,DR-drr19-1279
ND-BUO01,DR-dp20-1279
ND-BUO11,DR-drr18-340
ND-BUO11,DR-drr19-1279
ND-BUO11,DR-dp20-1279
ND-BUO07,DR-drr18-340
ND-BUO07,DR-drr19-1279
ND-BUO07,DR-dp20-1279
ND-BUO09,DR-drr18-340
ND-BUO09,DR-drr19-1279
ND-BUO09,DR-dp20-1279
NR-BTO04,DR-drr18-318
NR-BTO04,DR-drr18-319
NR-BTO04,DR-drr19-967
NR-BTO04,DR-drr19-968
NR-BTO04,DR-dp20-967
NR-BTO04,DR-dp20-968
NR-BTO01,DR-drr18-318
NR-BTO01,DR-drr18-320
NR-BTO01,DR-drr19-967
NR-BTO01,DR-drr19-969
NR-BTO01,DR-dp20-967
NR-BTO01,DR-dp20-969
NR-BTO03,DR-drr18-318
NR-BTO03,DR-drr18-319
NR-BTO03,DR-drr19-967
NR-BTO03,DR-drr19-968
NR-BTO03,DR-dp20-967
NR-BTO03,DR-dp20-968
NR-BTO02,DR-drr18-318
NR-BTO02,DR-drr18-320
NR-BTO02,DR-drr19-967
NR-BTO02,DR-drr19-969
NR-BTO02,DR-dp20-967
NR-BTO02,DR-dp20-969
TBC-BXC02,DR-drr18-165
TBC-BXC02,DR-drr19-1266
TBC-BXC02,DR-dp20-1430
TBC-BXC07,DR-dp20-1430
TBC-BXC07,DR-dp20-1268
TBC-BXC04,DR-drr18-165
TBC-BXC04,DR-drr19-1266
TBC-BXC04,DR-dp20-1430
TBC-BXC03,DR-drr18-165
TBC-BXC03,DR-drr18-164
TBC-BXC03,DR-drr19-1266
TBC-BXC03,DR-drr19-1268
TBC-BXC03,DR-dp20-1430
TBC-BXC03,DR-dp20-1268
H-BVG07,DR-drr18-415
H-BVG07,DR-drr19-1215
H-BVG07,DR-dp20-1215
H-BVG16,DR-drr18-415
H-BVG16,DR-drr18-414
H-BVG16,DR-drr19-1215
H-BVG16,DR-drr19-1216
H-BVG16,DR-dp20-1215
H-BVG16,DR-dp20-1216
H-BVG12,DR-drr18-415
H-BVG12,DR-drr18-414
H-BVG12,DR-drr19-1215
H-BVG12,DR-drr19-1216
H-BVG12,DR-dp20-1215
H-BVG12,DR-dp20-1216
H-BVG03,DR-drr18-415
H-BVG03,DR-drr19-1215
H-BVG03,DR-dp20-1215
H-BVG08,DR-drr18-415
H-BVG08,DR-drr19-1215
H-BVG08,DR-dp20-1215
H-BVG02,DR-drr18-415
H-BVG02,DR-drr19-1215
H-BVG02,DR-dp20-1215
H-BVG04,DR-drr18-415
H-BVG04,DR-drr19-1215
H-BVG04,DR-dp20-1215
TC-BTW18,DR-drr18-437
TC-BTW18,DR-drr18-436
TC-BTW18,DR-drr19-1192
TC-BTW18,DR-drr19-1190
TC-BTW18,DR-dp20-1192
TC-BTW18,DR-dp20-1190
TC-BTW05,DR-drr18-437
TC-BTW05,DR-drr18-436
TC-BTW05,DR-drr19-1192
TC-BTW05,DR-drr19-1190
TC-BTW05,DR-dp20-1192
TC-BTW05,DR-dp20-1190
TC-BTW04,DR-drr18-437
TC-BTW04,DR-drr18-436
TC-BTW04,DR-drr19-1192
TC-BTW04,DR-drr19-1190
TC-BTW04,DR-dp20-1192
TC-BTW04,DR-dp20-1190
TC-BTW19,DR-drr18-437
TC-BTW19,DR-drr18-436
TC-BTW19,DR-drr19-1192
TC-BTW19,DR-drr19-1190
TC-BTW19,DR-dp20-1192
TC-BTW19,DR-dp20-1190
TC-BTW10,DR-drr18-437
TC-BTW10,DR-drr18-436
TC-BTW10,DR-drr19-1192
TC-BTW10,DR-drr19-1190
TC-BTW10,DR-dp20-1192
TC-BTW10,DR-dp20-1190
TC-BTW11,DR-drr18-437
TC-BTW11,DR-drr18-436
TC-BTW11,DR-drr19-1192
TC-BTW11,DR-drr19-1190
TC-BTW11,DR-dp20-1192
TC-BTW11,DR-dp20-1190
TC-BTW12,DR-drr18-437
TC-BTW12,DR-drr19-1192
TC-BTW12,DR-dp20-1192
SHARE-BWD05,DR-drr18-358
SHARE-BWD05,DR-drr19-1233
SHARE-BWD04,DR-drr18-358
SHARE-BWD04,DR-drr19-1233
SHARE-BWD06,DR-drr18-358
SHARE-BWD06,DR-drr19-1233
SHARE-BWD10,DR-dp20-1233
SHARE-BWD08,DR-drr18-358
SHARE-BWD08,DR-drr19-1233
SHARE-BWD02,DR-drr18-358
SHARE-BWD02,DR-drr19-1233
SHARE-BWD03,DR-drr18-358
SHARE-BWD03,DR-drr19-1233
SHARE-BWD07,DR-drr18-358
SHARE-BWD07,DR-drr19-1233
SHARE-BWD01,DR-drr18-358
SHARE-BWD01,DR-drr19-1233
CBSA-BUF04,DR-drr18-49
CBSA-BUF04,DR-drr18-50
CBSA-BUF04,DR-drr19-1302
CBSA-BUF04,DR-drr19-1303
CBSA-BUF04,DR-dp20-1302
CBSA-BUF04,DR-dp20-1303
CBSA-BUF12,DR-drr18-49
CBSA-BUF12,DR-drr18-51
CBSA-BUF12,DR-drr19-1302
CBSA-BUF12,DR-drr19-1304
CBSA-BUF12,DR-dp20-1302
CBSA-BUF12,DR-dp20-1304
CEO-BGG04,DR-drr18-135
CEO-BGG04,DR-drr18-136
CEO-BGG04,DR-drr19-1047
CEO-BGG04,DR-drr19-1046
CEO-BGG04,DR-dp20-1434
CEO-BGG04,DR-dp20-1375
CEO-BGG01,DR-drr18-135
CEO-BGG01,DR-drr18-136
CEO-BGG01,DR-drr19-1047
CEO-BGG01,DR-drr19-1046
CEO-BGG01,DR-dp20-1434
CEO-BGG01,DR-dp20-1375
CEO-BGG02,DR-drr18-135
CEO-BGG02,DR-drr18-136
CEO-BGG02,DR-drr19-1047
CEO-BGG02,DR-drr19-1046
CEO-BGG02,DR-dp20-1434
CEO-BGG02,DR-dp20-1375
CEO-BGG03,DR-drr18-135
CEO-BGG03,DR-drr18-136
CEO-BGG03,DR-drr19-1047
CEO-BGG03,DR-drr19-1046
CEO-BGG03,DR-dp20-1434
CEO-BGG03,DR-dp20-1375
NR-BTL03,DR-drr18-313
NR-BTL03,DR-drr18-312
NR-BTL03,DR-drr18-314
NR-BTL03,DR-drr19-962
NR-BTL03,DR-drr19-961
NR-BTL03,DR-drr19-963
NR-BTL03,DR-dp20-962
NR-BTL03,DR-dp20-961
NR-BTL03,DR-dp20-963
NR-BTL11,DR-drr18-313
NR-BTL11,DR-drr19-962
NR-BTL11,DR-dp20-962
NR-BTL07,DR-drr18-313
NR-BTL07,DR-drr18-312
NR-BTL07,DR-drr19-962
NR-BTL07,DR-drr19-961
NR-BTL07,DR-dp20-962
NR-BTL07,DR-dp20-961
NR-BTL10,DR-drr18-313
NR-BTL10,DR-drr19-962
NR-BTL10,DR-dp20-962
NR-BTL12,DR-drr18-313
NR-BTL12,DR-drr18-314
NR-BTL12,DR-drr19-962
NR-BTL12,DR-drr19-963
NR-BTL12,DR-dp20-962
NR-BTL12,DR-dp20-963
VAC-BWI16,DR-drr19-1149
VAC-BWI16,DR-drr19-1148
VAC-BWI16,DR-drr19-1145
VAC-BWI16,DR-dp20-1149
VAC-BWI16,DR-dp20-1148
VAC-BWI16,DR-dp20-1145
VAC-BWI13,DR-drr18-275
VAC-BWI13,DR-drr18-276
VAC-BWI13,DR-drr19-1149
VAC-BWI13,DR-drr19-1145
VAC-BWI13,DR-dp20-1149
VAC-BWI13,DR-dp20-1145
VAC-BWI06,DR-drr18-275
VAC-BWI06,DR-drr18-272
VAC-BWI06,DR-drr18-276
VAC-BWI06,DR-drr18-273
VAC-BWI06,DR-drr19-1149
VAC-BWI06,DR-drr19-1148
VAC-BWI06,DR-drr19-1145
VAC-BWI06,DR-drr19-1147
VAC-BWI06,DR-dp20-1149
VAC-BWI06,DR-dp20-1148
VAC-BWI06,DR-dp20-1145
VAC-BWI06,DR-dp20-1147
VAC-BWI04,DR-drr18-275
VAC-BWI04,DR-drr18-276
VAC-BWI04,DR-drr18-273
VAC-BWI02,DR-drr18-275
VAC-BWI02,DR-drr18-272
VAC-BWI02,DR-drr18-276
VAC-BWI02,DR-drr18-273
VAC-BWI01,DR-drr18-275
VAC-BWI01,DR-drr18-272
VAC-BWI01,DR-drr18-276
VAC-BWI01,DR-drr18-273
VAC-BWI07,DR-drr18-275
VAC-BWI07,DR-drr18-272
VAC-BWI07,DR-drr18-276
VAC-BWI07,DR-drr18-274
VAC-BWI07,DR-drr19-1149
VAC-BWI07,DR-drr19-1148
VAC-BWI07,DR-drr19-1145
VAC-BWI07,DR-drr19-1146
VAC-BWI07,DR-dp20-1149
VAC-BWI07,DR-dp20-1148
VAC-BWI07,DR-dp20-1145
VAC-BWI07,DR-dp20-1146
HRSD-BGO03,DR-drr18-19
HRSD-BGO03,DR-drr18-20
HRSD-BGO03,DR-drr19-19
HRSD-BGO03,DR-drr19-20
HRSD-BGO03,DR-dp20-19
HRSD-BGO03,DR-dp20-20
HRSD-BGO18,DR-drr18-19
HRSD-BGO18,DR-drr18-23
HRSD-BGO18,DR-drr18-22
HRSD-BGO18,DR-drr19-19
HRSD-BGO18,DR-drr19-23
HRSD-BGO18,DR-drr19-22
HRSD-BGO18,DR-dp20-19
HRSD-BGO18,DR-dp20-23
HRSD-BGO18,DR-dp20-22
HRSD-BGO02,DR-drr18-19
HRSD-BGO02,DR-drr18-20
HRSD-BGO02,DR-drr19-19
HRSD-BGO02,DR-drr19-20
HRSD-BGO02,DR-dp20-19
HRSD-BGO02,DR-dp20-20
HRSD-BGO22,DR-drr19-19
HRSD-BGO22,DR-drr19-20
HRSD-BGO22,DR-dp20-19
HRSD-BGO22,DR-dp20-20
HRSD-BGO12,DR-drr18-19
HRSD-BGO12,DR-drr18-23
HRSD-BGO12,DR-drr19-19
HRSD-BGO12,DR-drr19-23
HRSD-BGO12,DR-dp20-19
HRSD-BGO12,DR-dp20-23
HRSD-BGO20,DR-drr18-19
HRSD-BGO20,DR-drr18-20
HRSD-BGO20,DR-drr18-23
HRSD-BGO20,DR-drr18-22
HRSD-BGO20,DR-drr19-19
HRSD-BGO20,DR-drr19-20
HRSD-BGO20,DR-drr19-23
HRSD-BGO20,DR-drr19-22
HRSD-BGO20,DR-dp20-19
HRSD-BGO20,DR-dp20-20
HRSD-BGO20,DR-dp20-23
HRSD-BGO20,DR-dp20-22
HRSD-BGO19,DR-drr18-19
HRSD-BGO19,DR-drr18-20
HRSD-BGO19,DR-drr18-23
HRSD-BGO19,DR-drr19-19
HRSD-BGO19,DR-drr19-20
HRSD-BGO19,DR-drr19-23
HRSD-BGO19,DR-dp20-19
HRSD-BGO19,DR-dp20-20
HRSD-BGO19,DR-dp20-23
HRSD-BGO11,DR-drr18-19
HRSD-BGO11,DR-drr18-23
HRSD-BGO11,DR-drr19-19
HRSD-BGO11,DR-drr19-23
HRSD-BGO11,DR-dp20-19
HRSD-BGO11,DR-dp20-23
HRSD-BGO09,DR-drr18-19
HRSD-BGO09,DR-drr18-23
HRSD-BGO09,DR-drr19-19
HRSD-BGO09,DR-drr19-23
HRSD-BGO09,DR-dp20-19
HRSD-BGO09,DR-dp20-23
HRSD-BGO06,DR-drr18-19
HRSD-BGO06,DR-drr18-20
HRSD-BGO06,DR-drr18-23
HRSD-BGO06,DR-drr18-22
HRSD-BGO06,DR-drr19-19
HRSD-BGO06,DR-drr19-20
HRSD-BGO06,DR-drr19-23
HRSD-BGO06,DR-drr19-22
HRSD-BGO06,DR-dp20-19
HRSD-BGO06,DR-dp20-20
HRSD-BGO06,DR-dp20-23
HRSD-BGO06,DR-dp20-22
HRSD-BGO13,DR-drr18-19
HRSD-BGO13,DR-drr18-20
HRSD-BGO13,DR-drr19-19
HRSD-BGO13,DR-drr19-20
HRSD-BGO13,DR-dp20-19
HRSD-BGO13,DR-dp20-20
HRSD-BGO17,DR-drr18-19
HRSD-BGO17,DR-drr18-23
HRSD-BGO17,DR-drr18-22
HRSD-BGO17,DR-drr19-19
HRSD-BGO17,DR-drr19-23
HRSD-BGO17,DR-drr19-22
HRSD-BGO17,DR-dp20-19
HRSD-BGO17,DR-dp20-23
HRSD-BGO17,DR-dp20-22
HRSD-BGO10,DR-drr18-19
HRSD-BGO10,DR-drr18-20
HRSD-BGO10,DR-drr18-23
HRSD-BGO10,DR-drr19-19
HRSD-BGO10,DR-drr19-20
HRSD-BGO10,DR-drr19-23
HRSD-BGO10,DR-dp20-19
HRSD-BGO10,DR-dp20-20
HRSD-BGO10,DR-dp20-23
HRSD-BGO08,DR-drr18-19
HRSD-BGO08,DR-drr18-20
HRSD-BGO08,DR-drr19-19
HRSD-BGO08,DR-drr19-20
HRSD-BGO08,DR-dp20-19
HRSD-BGO08,DR-dp20-20
HRSD-BGO21,DR-drr18-19
HRSD-BGO21,DR-drr18-20
HRSD-BGO21,DR-drr19-19
HRSD-BGO21,DR-drr19-20
HRSD-BGO21,DR-dp20-19
HRSD-BGO21,DR-dp20-20
PHAC-BVQ03,DR-drr18-267
PHAC-BVQ03,DR-drr19-1163
PHAC-BVQ03,DR-dp20-1163
PHAC-BVQ02,DR-drr18-267
PHAC-BVQ02,DR-drr19-1163
PHAC-BVQ02,DR-dp20-1163
TC-BTY01,DR-drr18-442
TC-BTY01,DR-drr18-441
TC-BTY01,DR-drr19-1197
TC-BTY01,DR-drr19-1196
TC-BTY01,DR-dp20-1383
TC-BTY01,DR-dp20-1196
GSC-BVY01,DR-drr18-187
GSC-BVY01,DR-drr19-1001
GSC-BVY01,DR-dp20-1001
INAC-BWR03,DR-drr18-311
INAC-BWR03,DR-drr19-958
EA-BVE01,DR-drr18-101
EA-BVE01,DR-drr18-100
EA-BVE01,DR-drr19-952
EA-BVE01,DR-drr19-951
EA-BVE01,DR-dp20-952
EA-BVE01,DR-dp20-951
EA-BVE02,DR-drr18-101
EA-BVE02,DR-drr19-952
EA-BVE02,DR-dp20-952
NSERC-BNR03,DR-drr18-384
NSERC-BNR03,DR-drr18-383
NSERC-BNR03,DR-drr19-1039
NSERC-BNR03,DR-drr19-1040
NSERC-BNR03,DR-dp20-1039
NSERC-BNR03,DR-dp20-1040
EA-BVF08,DR-drr18-103
EA-BVF08,DR-drr18-102
EA-BVF08,DR-drr19-954
EA-BVF08,DR-drr19-953
EA-BVF08,DR-dp20-954
EA-BVF08,DR-dp20-953
EA-BVF07,DR-drr18-103
EA-BVF07,DR-drr18-102
EA-BVF07,DR-drr19-954
EA-BVF07,DR-drr19-953
EA-BVF07,DR-dp20-954
EA-BVF07,DR-dp20-953
EA-BVF02,DR-drr18-103
EA-BVF02,DR-drr18-102
EA-BVF02,DR-drr19-954
EA-BVF02,DR-drr19-953
EA-BVF02,DR-dp20-954
EA-BVF02,DR-dp20-953
EA-BVF06,DR-drr18-103
EA-BVF06,DR-drr18-102
EA-BVF06,DR-drr19-954
EA-BVF06,DR-drr19-953
EA-BVF06,DR-dp20-954
EA-BVF06,DR-dp20-953
EA-BVF03,DR-drr18-103
EA-BVF03,DR-drr18-102
EA-BVF03,DR-drr19-954
EA-BVF03,DR-drr19-953
EA-BVF03,DR-dp20-954
EA-BVF03,DR-dp20-953
EA-BVF05,DR-drr18-103
EA-BVF05,DR-drr18-102
EA-BVF05,DR-drr19-954
EA-BVF05,DR-drr19-953
EA-BVF05,DR-dp20-954
EA-BVF05,DR-dp20-953
EA-BVF04,DR-drr18-103
EA-BVF04,DR-drr18-102
EA-BVF04,DR-drr19-954
