standard_id,year,lower,count,met_count,comment_en,comment_fr
30,2018,98,19,19,,
31,2018,98,5,5,,
32,2018,90,4391,3139,,
36,2018,95,129,125,The publication of 4 notifications was delayed due power outage and offices closure following tornados in Ottawa in summer 2018.,"La publication de 4 avis a été retardée suite aux pannes de courant et fermetures de bureaux dûs aux tornades à Ottawa à l'été 2018, ."
37,2018,90,14200,13725,,
41,2018,95,1078,1060,,
44,2018,80,2577,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
2106,2018,90,99,90,,
42,2018,0,182,173,No target is set for this service standard.,Aucune cible n’est fixée pour cette norme de service.
61,2018,95,7336727,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
1169,2018,90,44,37,,
89,2018,90,12593,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
86,2018,90,1,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
92,2018,95,2772,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
2107,2018,90,63127,56737,,
1640,2018,0,0,0,No Performance tracked by TC,Aucune performance suivie par TC
2216,2018,95,300,300,,
102,2018,99,16,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
1681,2018,80,21,10,,
368,2018,80,429,415,,
541,2018,0,0,0,N/A,S.O.
601,2018,0,0,0,N/A,S.O.
693,2018,80,201460,164996,,
52,2018,80,34163,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
83,2018,90,218,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
95,2018,95,6558,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
103,2018,90,651,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
1229,2018,90,17,16,Measured via telephone reports.,Mesuré par rapports de téléphonies.
1192,2018,80,34,13,,
880,2018,100,386,0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
2187,2018,,,,,
137,2018,85,36,20,,
138,2018,80,101,80,,
124,2018,80,353,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
125,2018,100,1526,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
126,2018,99.9,323,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
127,2018,95,139,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
123,2018,95,6433,0,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages.,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration.
140,2018,85,446,416,,
806,2018,80,2247,2076,,
1183,2018,90,20814,20563,,
139,2018,85,3659,1051,,
2147,2018,100,1,0,,
1030,2018,90,11656,10378,Tool only accepts numeric values.  Annual Business Volume Satisfying Standard cell should have these comments:  N/A (Various standards by submission type),L'outil accepte seulement les valeurs numériques. Le champ « Volume d'activités annuel qui respecte la norme » doit contenir cette mention : S.O. (différentes normes selon le type de présentation).
2231,2018,80,42,31,,
1641,2018,0,0,0,No Performance tracked by TC,Aucune performance suivie par TC
146,2018,80,2968,2611,88% target within 5 days.  For F/Y 2018/19,Norme de service de 5 jours respectée dans 88 % des cas. Pour l’exercice 2018-2019
165,2018,100,28119852,28119852,The number reported is the total # of Financial Transaction reports received electronically for 2018/19,Le nombre déclaré est le nombre total de déclarations d'opérations financières reçues par voie électronique pour 2018-2019.
1642,2018,80,100,99,,
1643,2018,80,26,21,,
1645,2018,80,109,99,,
1181,2018,90,38984,37817,,
2148,2018,75,49546,0,Annual business volume satisfying standard is currently not captured in any systems.,La norme de satisfaction relative au volume annuel d'activité n'est actuellement consignée dans aucun système.
167,2018,,,,Not applicable,Sans objet
881,2018,100,1771,0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
2189,2018,85,159610,0,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.
2217,2018,85,9,7,,
2232,2018,80,41,39,,
1268,2018,90,16100,16052,,
2190,2018,,,,,
2218,2018,85,116,104,,
2233,2018,80,47,47,,
2306,2018,90,1165,1030,"Various standards by site licence type. Service is via PDF fillable forms, mailed to HC.",Diverses normes selon le type de licences d'exploitation. Les formulaires PDF à remplir sont envoyés à Santé Canada.
370,2018,80,23,23,,
1270,2018,90,15700,15072,,
2150,2018,90,451848,92,Business volume for FY 2018-19.,Volume d'activité pour l'AF 2018-2019.
215,2018,80,28418,26997,The satisfaction rate of 95% obtained by survey was extrapolated from the estimated number of visitors.,Le taux de satisfaction de 95% obtenu par sondage a été extrapolé à partir du nombre de visiteurs estimé.
216,2018,80,66051,65390,The satisfaction rate of 99% obtained by survey was extrapolated from the estimated number of visitors.,Le taux de satisfaction de 99% obtenu par sondage a été extrapolé à partir du nombre de visiteurs estimé.
218,2018,100,40,40,,
217,2018,80,35930,35211,The satisfaction rate of 98% obtained by survey was extrapolated from the estimated number of visitors.,Le taux de satisfaction de 98% obtenu par sondage a été extrapolé à partir du nombre de visiteurs estimé.
214,2018,80,4000000,3520000,The satisfaction rate of 88% obtained by survey was extrapolated to the estimated number of visitors.,Le taux de satisfaction de 88% obtenu par sondage a été extrapolé au nombre de visiteurs estimé.
1699,2018,100,238,236,,
230,2018,80,1,1,,
228,2018,80,131,131,,
221,2018,100,22,7,"Target not met due to the high volume of pages processed and attention given to closing complaints
and applying lessons from these complaints. The NEB's ATIP Office will continue to strive for both
improved compliance rates and quality of information released.",Le volume de pages traitées et une attention accrues accordées à la résolution des plaints et à l’application des leçons apprises ont contribués à un bas taux de conformité. Le bureau de l’AIPRP de l’Office continuera d’améliorer son taux de conformité.
222,2018,90,819,787,,
2302,2018,,,,"Target - TBD
Total Annual Business Volume is 64124
Annual Business Volume Satisfying Standard is 64124

The Department is currently reviewing its service standards to reflect a percentage of outcomes.","Cible - TBD
Volume d'activités annuel total -64124
Volume d'activités annuel qui respecte la norme -64124

Le Ministère passe en revue ses normes de services afin qu'elles reflètent un pourcentage de résultats."
219,2018,100,28,23,,
1646,2018,80,99,98,,
882,2018,100,425,0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
2108,2018,,,,,
247,2018,100,4,4,,
237,2018,80,31,31,,
243,2018,100,37,37,,
241,2018,80,268,267,,
253,2018,100,16,16,,
235,2018,80,0,0,,
242,2018,80,21,17,,
240,2018,80,13,13,,
2111,2018,90,39,35,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
294,2018,90,1594,1252,,
2109,2018,100,39,39,"Measured via quality assurance reports. Client service is provided during business hours. The standard is met 100% of the time, except in circumstances beyond our control (e.g. fire alarm), when the standard is met 99.9% of the time.","Mesuré au moyen de rapports d'assurance de la qualité. Le service à la clientèle est fourni pendant les heures ouvrables. La norme est respectée 100% du temps, sauf dans des circonstances indépendantes de notre volonté (par exemple, une alarme incendie), lorsque la norme est respectée à 99,9% du temps."
1701,2018,100,5000,5000,,
2234,2018,85,2463,1975,,
279,2018,80,127,114,,
280,2018,80,60,54,,
281,2018,80,60,60,,
282,2018,80,20,18,,
283,2018,80,126,120,,
284,2018,80,126,120,,
257,2018,80,1,1,,
256,2018,80,0,0,,
258,2018,80,0,0,,
259,2018,90,3866,3549,"Although total annual business volume was 3866, the IRB completed 3596 requests, 47 requests were late, which amounts to 98.9% responded within the legislated timeframe","Bien que le volume d’activités annuel total ait été de 3 866, la CISR a réglé 3 596 demandes, et 47 demandes étaient en retard, ce qui signifie que 98,9 p. 100 des demandes ont été traitées dans les délais prévus par la loi."
1647,2018,80,3,3,,
2110,2018,90,39,36,Measured via outage reports.,Mesuré par les rapports d'interruption.
2152,2018,90,927,88,Business volume for FY 2018-19.,Volume d'activité pour l'AF 2018-2019.
2235,2018,85,386,370,,
277,2018,80,316,308,,
267,2018,80,20,20,,
268,2018,80,12,12,,
269,2018,80,20,20,,
275,2018,80,1045,877,,
266,2018,80,1974,1468,,
270,2018,95,546473,486798,,
272,2018,95,11239,11239,,
271,2018,95,2222,2222,,
1648,2018,80,212,212,,
314,2018,90,158,147,,
300,2018,80,420,417,,
2153,2018,90,700000,90,Tracked in an Internal system (National Institute of Standards and Technology Server),Suivi dans un système interne (serveur du National Institute of Standards and Technology)
303,2018,80,272,272,,
1650,2018,80,48,44,,
1651,2018,80,9,9,,
302,2018,80,4154,4154,,
330,2018,80,955,955,,
331,2018,80,176,176,,
336,2018,80,54,43,,
337,2018,80,130,130,,
413,2018,80,18,14,,
341,2018,80,2,2,,
342,2018,80,53,53,,
346,2018,80,63,47,,
352,2018,80,65,65,,
356,2018,80,42,42,,
357,2018,80,219,219,,
1652,2018,80,59,59,,
362,2018,80,5,5,,
364,2018,80,50,48,,
366,2018,80,43,43,,
412,2018,80,47,38,,
389,2018,80,16,16,,
374,2018,80,30,22,,
375,2018,80,0,0,,
1653,2018,80,59,56,,
382,2018,80,0,0,,
2112,2018,100,33,33,Measured via quality assurance reports.,Mesuré au moyen de rapports d'assurance de la qualité.
385,2018,80,243,243,,
387,2018,80,12,12,,
391,2018,80,0,0,,
392,2018,80,99,99,,
393,2018,80,30,30,This service standard reflects the volume from Agricultural Youth Green Jobs Initiative.  Career Focus Program did not have this service standard.,Cette norme de service reflète le volume associé à l’Initiative de stage en agroenvironnement. Le Programme objectif carrière n’était pas visé par cette norme de service.
394,2018,80,28,28,,
397,2018,80,57,42,,
402,2018,80,554,542,,
414,2018,80,0,0,,
417,2018,80,39,39,,
420,2018,80,2,2,,
422,2018,80,0,0,,
403,2018,80,336,226,,
424,2018,80,44,38,,
525,2018,95,0,0,"This Advisory Service is not a transactional e-service. It is information accessible online, available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. 
The Service Standard assesses the accessibility of the hydrometric data on the web site, i.e. the percentage of downtime of the WaterOffice and Datamart websites, divided by # of hours in the year. The service target is 95%. For 2018-19, the performance result is 98%: hydrometric data was accessible to the public 98% of the time due to short planned and unplanned downtime periods of the WaterOffice website and Datamart data provision service. Also, as some of the stations are seasonal, real-time information for active and inactive stations is available online.","Ce Service Consultatif n’est pas un service transactionnel électronique. L’information est accessible en ligne, disponible instantanément et en libre service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. 
La norme de service évalue l'accessibilité des données hydrométriques sur le site web, c.-à-d. le pourcentage des temps d’arrêt des sites Web WaterOffice et Datamart, divisé par le # d’heures dans l’année. La cible de la norme de service est 95%. Pour 2018-19, le résultat de performance est 98% : les données hydrométriques ont été accessibles au public 98% du temps, dû aux courts temps d’arrêt planifiés et non planifiés du site WaterOffice et du service de provision de données du site Datamart. Aussi, puisque  certaines stations sont saisonnières, de l'information en temps réel sur les stations actives et inactives est disponible en ligne."
404,2018,80,42,34,,
542,2018,0,0,0,N/A,S.O.
405,2018,80,1,1,,
406,2018,80,611,543,,
407,2018,80,1774,1703,,
408,2018,80,49,42,,
409,2018,80,1,1,,
410,2018,80,507,464,,
411,2018,80,1605,1567,,
2113,2018,90,33,30,Measured via telephone reports.,Mesuré par rapports de téléphonies.
427,2018,70,916453,556539,,
430,2018,80,2,2,,
2114,2018,90,33,29,Measured via enquiry reports.,Mesuré par rapports des demandes.
1654,2018,80,39,39,,
440,2018,80,20,20,,
445,2018,80,6,6,,
449,2018,90,3102,2555,,
450,2018,80,40,40,,
454,2018,80,2,2,,
458,2018,80,14,14,,
457,2018,75,5767,4830,,
461,2018,80,0,0,,
463,2018,80,44,30,,
452,2018,80,13,13,,
468,2018,80,47,47,,
470,2018,80,30,28,,
448,2018,90,1197,1059,,
2115,2018,0,22,10,No target is set for this service standard.,Aucune cible n’est fixée pour cette norme de service.
466,2018,90,3430,3133,,
465,2018,85,3431,2725,,
467,2018,85,3300,2969,,
2154,2018,90,639,639,"Volumes are for both email and phone, can't be disaggregated.","Les volumes sont à la fois pour le courriel et le téléphone, et ne peuvent être désagrégés."
472,2018,80,36,35,,
2116,2018,95,39,39,,
473,2018,80,3312,2488,,
1656,2018,80,33,30,,
2117,2018,80,24798,21000,,
2155,2018,,,,Attendance for 100% of requests/DVI scenes,Présence dans 100 % des demandes/scènes d'IVC
485,2018,80,77026,55459,,
486,2018,95,1500,1470,"Total annual business volume - Based on 1,500 persons surveyed as a proxy for 29,155 referrals.  Tool would only allow numerals in above box.
Annual Business Volume Satisfying Standard - 1,470 (as a proxy for 28,572 meeting the target).  Tool would only allow numerals in above box.","Volume d’affaires total annuel – 1 500 (personnes interrogées, d’après 29 155 aiguillages). L’outil permet d’entrer uniquement des chiffres. 

Norme de satisfaction à l’égard du volume d’affaires annuel – 1 455 (réponse par procuration pour les 28 280 personnes atteignant l’objectif). L’outil permet d’entrer uniquement des chiffres."
487,2018,90,1500,1455,"Total Annual Business Volume - 1,500 (persons surveyed, based on 29,155 referrals).  Tool would only allow numerals
Annual Business Volume Satisfying Standard - 1,455 (as a proxy for 28,280  meeting the target).   Tool would only allow numerals.

EAP services are primarily provided in person (counsellor and client)","Volume d’affaires total annuel – 1 500 (personnes interrogées, d’après 29 155 aiguillages). L’outil permet d’entrer uniquement des chiffres. 

Norme de satisfaction à l’égard du volume d’affaires annuel – 1 455 (réponse par procuration pour les 28 280 personnes atteignant l’objectif). L’outil permet d’entrer uniquement des chiffres. 
Les services du PEA sont principalement fournis en personne (le conseiller et le client)."
488,2018,90,1500,1410,"Total Annual Business Volume - 1,500 (persons surveyed, based on 29,155 referrals).  Tool would only allow numerals
Annual Business Volume Satisfying Standard - 1,410 (as a proxy for 27,406 meeting the target).  Tool would only allow numerals.

EAP services are primarily provided in person (counsellor and client)","Volume d’affaires total annuel – 1 500 (personnes interrogées, d’après 29 155 aiguillages). L’outil permet d’entrer uniquement des chiffres. 

Norme de satisfaction à l’égard du volume d’affaires annuel – 1 455 (réponse par procuration pour les 28 280 personnes atteignant l’objectif). L’outil permet d’entrer uniquement des chiffres. 
Les services du PEA sont principalement fournis en personne (le conseiller et le client)."
489,2018,90,243,221,ICMS target established during the previous fiscal cycle (2018/19),Cible du SGIC établie au cours du cycle financier précédent (2018-2019)
491,2018,98,77,76,Telephone is the primary intake means; however email is often used to acquire services,"Le téléphone est le principal moyen d'admission; cependant, le courrier électronique est souvent utilisé pour acquérir des services"
490,2018,95,976,930,"Annual Business Volume Satisfying Standard - approximately 930.  Tool would only allow numerals to be entered. 

Telephone is the primary intake means; however email is often used to acquire services","Norme de satisfaction à l’égard du volume d’affaires annuel - environ 930. L’outil permet d’entrer uniquement des chiffres. 

Le téléphone est le principal mode de réception; toutefois, on utilise souvent un courriel pour obtenir un service."
360,2018,100,77026,100,"Annual Business Volume Satisfying Standard is 100% of calls answered were by a masters level counsellor (including those that went to voicemail and were called back).  Tool would not allow a % for Annual Business Volume Satisfying Standard which should read ""100%""","Norme de satisfaction à l’égard du volume d’affaires annuel est de 100% des appels répondus par un conseiller de niveau master (y compris ceux qui sont allés à la messagerie vocale et ont été rappelés). L'outil n'autoriserait pas un% pour la norme annuelle de satisfaction du volume d'affaires qui devrait se lire ""100%"""
492,2018,,,,"Specific target not identified; however the majority of cases are responded to within 72 hours
Total Annual Business Volume - 37
Annual Business Volume Satisfying Standard - 35
As per above results, EAS is able to meet service demands within standards established","Objectif précis non déterminé; toutefois, on répond à la plupart des cas dans un délai de 72 heures.  
Volume d’affaires total annuel – 37 Norme de satisfaction à l’égard du volume d’affaires annuel – 35 
Conformément aux résultats ci-dessus, les SAE sont en mesure de répondre aux demandes de service selon les normes établies."
276,2018,80,42,41,,
286,2018,80,42,42,,
287,2018,80,16,16,,
278,2018,80,316,310,,
285,2018,80,144,131,,
502,2018,95,400,396,,
498,2018,90,8037,7577,,
2219,2018,85,38,34,,
495,2018,90,3382,3314,"Although not all OCISM interventions occur via phone, the majority are provided via that modality due to geographical limitations.  In some cases, face-to-face interventions are arranged

Target 90%
Total Annual Business Volume 3382
Annual Business Volume Satisfying Standard 3034","Bien que les interventions en matière de GSPIC ne soient pas toutes effectuées par téléphone, ce mode de communication est utilisé dans la plupart des cas en raison des limites géographiques. Dans certains cas, des interventions en face à face sont organisées.  
Objectif : 90 %
Volume d’affaires total annuel  3 382
Norme de satisfaction à l’égard du volume d’affaires annuel  3 034"
496,2018,,,,"Although not all OCISM interventions occur via phone, the majority are provided via that modality due to geographical limitations.  In some cases, face-to-face interventions are arranged

Target 90%
Total Annual Business Volume 3382
Annual Business Volume Satisfying Standard 3034","Bien que les interventions des SGCPIC ne soient pas toutes effectuées par téléphone, la majorité le sont par ce moyen en raison de restrictions géographiques. Dans certains cas, des interventions en personne sont organisées.

Cible 90 %
Volume total annuel d'activités 3382
Volume respectant la norme 3034"
497,2018,80,0,0,"The online tool only accepts numerals for the 2 above volumetrics boxes.  These comments reflect what should be in those 2 cells:
Total Annual Business Volume - Information is not available for this target as of June 07, 2019.  For Fiscal Year 2017/18, and outcome of 98% was achieved and is expected to be similar for 2018/19.
Annual Business Volume Satisfying Standard - Expect approximately 98% based on 2017/18 data

Although not all OCISM interventions occur via phone, the majority are provided via that modality due to geographical limitations.  In some cases, face-to-face interventions are arranged
The tool only accepts numerals for the 2 above volumetrics boxes.  The comments reflect what should be in those 2 cells.","L’outil en ligne permet d’entrer uniquement des chiffres pour les deux objectifs relatifs aux normes de service ci-dessus. Ces commentaires reflètent ce qu’il devrait y avoir dans ces deux cellules : 
Volume d’affaires total annuel – Les renseignements pour cet objectif n’étaient pas disponibles le 7 juin 2019. Pour l’exercice financier de 2017-2018, des résultats de 98 % ont été atteints, et on s’attend à des résultats semblables pour l’exercice financier de 2018-2019. 
Norme de satisfaction à l’égard du volume d’affaires annuel – On s’attend à environ 98 % d’après les données de 2017-2018.

Bien que les interventions en matière de GSPIC ne soient pas toutes effectuées par téléphone, ce mode de communication est utilisé dans la plupart des cas en raison des limites géographiques. Dans certains cas, des interventions en face à face sont organisées."
2118,2018,80,24798,21000,,
