"id","parent_id","name_en","name_fr","description_en","description_fr","planned_spend_pa_last_year","spend_pa_last_year","drr_spend_expl_en","drr_spend_expl_fr","planned_fte_pa_last_year","fte_pa_last_year","drr_fte_expl_en","drr_fte_expl_fr"
"P1014-0012","HRSD-BJK00","Canada Pension Plan","Régime de pensions du Canada","The Canada Pension Plan (CPP) is an income security plan that is funded by the contributions of employees, employers and self-employed persons as well as the revenue earned on CPP investments. The CPP covers virtually all employed and self-employed persons in Canada, excluding Quebec, which operates its own comprehensive plan, the Quebec Pension Plan. The CPP is a main pillar of Canada’s retirement income system. In addition, it provides monthly income benefits in the event of death of the contributor. There are over 5 million recipients of benefits. The CPP is a statutory program that is governed by the federal government and the provinces. It is enabled by the CPP legislation and the Canada Pension Plan Investment Board Act. Applicants must meet the eligibility criteria in order to receive benefits. Service Canada’s delivery of CPP benefits involves: answering program queries through specialized call centres, the Internet and at in-person points of service; collecting and processing applications and issuing payments; monitoring of claims for accuracy; administering requests for reconsideration of a decision; client authentication and identification; and preventing, detecting and deterring fraud and abuse.","Le Régime de pensions du Canada (RPC) est un régime de sécurité du revenu financé par les cotisations des employés, des employeurs et des travailleurs autonomes, ainsi que par les intérêts qui découlent de ses placements. Il prévoit une protection dont bénéficient presque tous les employés et travailleurs autonomes au Canada, sauf au Québec où la province dispose de son propre régime, le Régime de rentes du Québec. Le RPC est l’un des fondements du système canadien de revenu de retraite. De plus, il prévoit le versement de prestations de revenu mensuelles en cas de décès du cotisant. Plus de cinq millions de bénéficiaires reçoivent des prestations de ce régime. Le RPC est un programme législatif régi par le gouvernement fédéral et les provinces. Il est facilité par la loi et les règlements sur le RPC et la Loi sur l’Office d’investissement du régime de pensions du Canada. Les candidats doivent satisfaire aux critères d’admissibilité pour recevoir les prestations. Dans le cadre du versement des prestations du RPC, Service Canada doit répondre aux demandes de renseignements concernant le régime au moyen de centres d’appels spécialisés, d’Internet et de points de service en personne; recevoir et traiter les demandes et verser les paiements; effectuer le suivi des demandes afin de s’assurer de leur exactitude; administrer les demandes de révision d’une décision; procéder à l’authentification et l’identification des clients; et prévenir et détecter la fraude et les abus et prendre des mesures de dissuasion à cet égard.",15701467.00,14129532.00,"The difference in Gross spending is mainly due to a lower than planned CPP benefits.","La différence des dépenses brutes est principalement attribuable aux prestations de RPC inférieures à celles prévues.",1497.00,1521.00,"No significant variance","Aucun écart significatif."
"P1014-0013","HRSD-BJK00","Canada Disability Savings Program","Programme canadien pour l’épargne-invalidité","Canadians with severe and prolonged disabilities often have low income and have to rely on family and others for support and care, leaving them financially vulnerable. The Registered Disability Savings Plan (RDSP) was introduced in 2008 to help people with disabilities achieve long-term financial security by providing a tool to encourage them and their families to save for the future. This program complements the RDSP by providing Canada Disability Savings Grants and Canada Disability Savings Bonds as additional supports to encourage savings. Canadian residents who have a Social Insurance Number and are eligible for the Disability Tax Credit can open an RDSP up until the end of the calendar year in which they turn 59, while grants and bonds can be paid up until the end of the calendar year in which they turn 49. Money paid to a beneficiary out of their RDSP will not affect their eligibility for federal benefits, such as the Canada Child Tax Benefit, the Goods and Services Tax/Harmonized Sales Tax Credit, Old Age Security and Employment Insurance. This program is enabled by the Income Tax Act, the Canada Disability Savings Act and associated Regulations.This program uses funding from the following transfer payment(s): Canada Disability Savings Program – Grants and Bonds.","Les Canadiens ayant une invalidité grave et prolongée ont souvent un faible revenu et dépendent de leur famille et d’autres personnes pour obtenir de l’aide et des soins, ce qui les laisse dans une situation financière vulnérable. Le régime enregistré d’épargne-invalidité (REEI) a été créé en 2008 pour aider les personnes handicapées à obtenir une sécurité financière à long terme en mettant à leur disposition un outil pour les encourager, eux et leur famille, à épargner pour l’avenir. Le Programme canadien pour l’épargne-invalidité complète le REEI en prévoyant le versement de subventions canadiennes pour l’épargne-invalidité et de bons canadiens pour l’épargne-invalidité comme mesures de soutien additionnelles visant à encourager l’épargne. Les résidents canadiens ayant un numéro d’assurance sociale qui ont droit au crédit d’impôt pour personnes handicapées ont jusqu’à la fin de l’année civile pendant laquelle ils atteignent l’âge de 59 ans pour ouvrir un REEI; les subventions et les bons sont versés dans le REEI des bénéficiaires jusqu’à la fin de l’année civile au cours de laquelle ils atteignent l’âge de 49 ans. Les sommes provenant d’un REEI qui sont versées à un bénéficiaire ne modifient pas son droit aux prestations fédérales, comme la Prestation fiscale canadienne pour enfants (PFCE), le crédit d’impôt pour la taxe sur les produits et services/taxe de vente harmonisée, la SV et l’assurance-emploi. Ce programme est régi par la Loi de l’impôt sur le revenu et la Loi canadienne sur l’épargne-invalidité et par leurs règlements d’application. Ce programme est financé au moyen du paiement de transfert suivant : Programme canadien pour l’épargne-invalidité – Subventions et bons.",574981112.00,490262194.00,"From 2016-17 to 2017-18 the number of registered plans was less than anticipated. As a result, less grant and bond was paid out compared to what was planned. The decrease (-9.0%) in grant is due to the fact that, though participation decreases, average contributions grow over time attracting higher grant payment. The decrease (-25.5%) in bond is because a lot of new beneficiaries received a one-time payment corresponding to a bond entitlement accruing to past eligibility","",24.00,17.00,"Actual Salary expenditures were lower than planned resulting in decreased FTE utilization.","Les dépenses salariales réelles étaient inférieures à celles prévues, causant ainsi la réduction de l’utilisation d’ETP."
"P1014-0015","HRSD-BKC00","Homelessness Partnering Strategy","Stratégie des partenariats de lutte contre l’itinérance","Homeless individuals and families can face a wide range of personal, financial and social challenges. Addressing these challenges in a sustainable manner requires the coordinated action of a number of partners including the federal government. The objective of the Homelessness Partnering Strategy is to support the implementation of effective, sustainable and community-based solutions to prevent and reduce homelessness across Canada. As a community-based strategy, it provides grant and contribution funding to communities and service providers across the country with a focus on the Housing First approach, providing access to permanent housing and supports to help clients remain housed. These services target individuals, families and Indigenous people who are homeless or at imminent risk of becoming homeless in major urban centres, rural communities and the North. Federal funding is prioritized based on input from Community Advisory Boards, in recognition that communities are best placed to identify their own unique homelessness-related needs. Complementary activities under the Strategy include promoting data development and collection; disseminating knowledge among communities, partners and stakeholders; and exploring innovative approaches to homelessness such as social enterprise. Grants to not-for-profit organizations, municipal governments, Band/tribal councils and other Indigenous organizations help communities more effectively address homelessness issues, and contributions to not-for-profit organizations, municipal governments, Band/tribal councils and other Indigenous organizations support activities to help alleviate and prevent homelessness across Canada. This program uses funding from the following transfer payment(s): Homelessness Partnering Strategy.","Les personnes et les familles sans abri peuvent rencontrer beaucoup de problèmes personnels, financiers et sociaux. Afin de trouver des solutions durables à ceux-ci, il faut une action concertée de la part d’un certain nombre de partenaires, dont le gouvernement fédéral. La Stratégie des partenariats de lutte contre l’itinérance facilite la mise en œuvre de solutions communautaires efficaces et durables visant à prévenir et à réduire l’itinérance dans l’ensemble du Canada. Axée sur la collectivité et articulée autour du modèle Logement d’abord, cette stratégie permet de fournir des subventions et des contributions aux collectivités et aux fournisseurs de services de partout au pays, afin qu’ils puissent aider les clients à trouver un logement permanent et leur offrir les mesures de soutien nécessaires pour conserver leur logement. Ces services sont destinés aux personnes, aux familles et aux Autochtones qui sont sans abri ou vulnérables à l’itinérance dans les grands centres urbains, les collectivités rurales et le Nord. Le financement fédéral est versé suivant les priorités établies en fonction des données communiquées par des conseils consultatifs communautaires, puisqu’il est reconnu que les collectivités sont les mieux placées pour évaluer leurs propres besoins en ce qui a trait à la lutte contre l’itinérance. En guise d’activités satellites, cette stratégie comprend la promotion du développement et de la collecte de données, la diffusion du savoir parmi les collectivités, les partenaires et les intervenants, et l’étude de méthodes novatrices de lutte contre l’itinérance, comme l’entreprise sociale. Les subventions versées aux organismes à but non lucratif, aux administrations municipales, aux conseils de bande ou tribaux et à d’autres organisations autochtones aident les collectivités à trouver des solutions plus efficaces aux problèmes d’itinérance, tandis que les contributions qui leur sont versées financent les activités contribuant à réduire et à prévenir l’itinérance partout au Canada. Ce programme est financé au moyen du paiement de transfert suivant : Stratégie des partenariats de lutte contre l’itinérance.",174650829.00,176075016.00,"No significant variance","Aucun écart significatif.",150.00,140.00,"No significant variance","Aucun écart significatif."
"P1014-0016","HRSD-BKC00","Social Development Partnerships Program","Programme de partenariats pour le développement social","The Social Development Partnerships Program makes strategic investments to support government priorities related to children and families, people with disabilities, the voluntary sector, official language minority communities and other vulnerable populations by playing a unique role in furthering broad social goals. It provides an opportunity to work in partnership with social not-for-profit organizations to help improve life outcomes of these target groups. Activities funded by the program are expected to lead to the development and sharing of knowledge of existing and emerging social issues; the creation of collaboration, partnerships, alliances and networks; and the development of approaches to respond to existing and emerging social issues. Over the long term, program support for these activities will help the not-for-profit sector and partners be more effective in addressing existing and emerging social issues, and will help target populations have access to information, programs and services tailored to their unique needs.","Le Programme de partenariats pour le développement social (PPDS) permet de réaliser des investissements stratégiques à l’appui des priorités fédérales visant les enfants et les familles, les personnes handicapées, le secteur bénévole, les communautés de langue officielle en situation minoritaire et d’autres segments vulnérables de la population en jouant un rôle unique dans la promotion des grands objectifs sociaux. Il donne la possibilité de travailler en partenariat avec des organismes sociaux sans but lucratif afin d’améliorer la situation de ces groupes cibles. Les activités financées par ce programme devraient mener à l’enrichissement et à la mise en commun des connaissances sur les problèmes sociaux actuels et nouveaux, à la création de collaborations, de partenariats, d’alliances et de réseaux, ainsi qu’à l’élaboration de modes de résolution de ces problèmes. À long terme, le financement de ces activités par le Programme permettra au secteur sans but lucratif et à ses partenaires de régler plus efficacement les problèmes sociaux actuels et nouveaux, et permettra aux populations ciblées d’avoir accès à de l’information, à des programmes et à des services adaptés à leurs besoins particuliers.",34380994.00,438843980.00,"","",132.00,118.00,"",""
"P1014-0017","HRSD-BKC00","New Horizons for Seniors Program","Programme Nouveaux Horizons pour les aînés","The growth in the population of seniors in Canada is accelerating, with the total number of seniors projected to reach approximately 10 million by 2036. This presents both opportunities and risks for seniors and their communities. Empowering seniors, encouraging them to share their knowledge, skills and experience with others in the community, and enhancing seniors’ social well-being and community vitality are goals of the New Horizons for Seniors Program. This program provides grants and contributions funding for projects led or inspired by seniors who want to make a difference in the lives of others and in their communities. The program has five objectives: promoting volunteerism among seniors and other generations; engaging seniors in the community through mentoring of others; expanding awareness of elder abuse, including financial abuse; supporting social participation and inclusion of seniors; and providing capital assistance for new and existing community projects and/or programs for seniors. Community-based projects are typically eligible to receive up to $25,000 in grant funding per project for up to one year. Pan-Canadian projects are eligible to receive up to $750,000 for up to three years in duration. In order to test elements of the Social Partnerships Agenda in the New Horizons for Seniors Program, pilot projects involving the leveraging of funds commenced in 2014–15 for a period of two years. This program is complemented by a range of policies, programs and services targeted at seniors such as the Canada Pension Plan, Old Age Security and the National Seniors Council. This program uses funding from the following transfer payment: New Horizons for Seniors Program.","La croissance de la population des aînés au Canada s’accélère. On prévoit que, d’ici 2036, il y aura environ 10 millions d’aînés. Cette situation présente autant d’occasions à saisir que de risques pour les aînés et leur collectivité. Consolider l’autonomie des aînés, les encourager à mettre en commun leur savoir, leurs compétences et leur expérience avec d’autres personnes au sein de la collectivité et rehausser leur bien-être social et le dynamisme communautaire sont au nombre des objectifs du programme Nouveaux Horizons pour les aînés. Ce programme permet de fournir des subventions et des contributions pour la réalisation de projets dirigés ou proposés par des aînés qui veulent exercer une influence positive sur la vie d’autres personnes et sur leur collectivité. Le programme a cinq objectifs : promouvoir le bénévolat auprès des aînés et des autres générations; faire participer les aînés à la collectivité à titre de mentors auprès d’autres personnes; accroître la sensibilisation aux mauvais traitements envers les aînés, y compris à l’exploitation financière; appuyer la participation sociale et l’inclusion des aînés; fournir une aide à l’immobilisation pour des projets ou des programmes communautaires nouveaux ou existants destinés aux aînés. Les projets communautaires sont généralement admissibles à une subvention maximale de 25 000 $ par projet pour un an tout au plus. Les projets pancanadiens peuvent recevoir jusqu’à 750 000 $ pour un maximum de trois ans. Afin de mettre à l’épreuve des volets du programme de partenariats sociaux dans le cadre du programme Nouveaux Horizons pour les aînés, des projets pilotes prévoyant la mobilisation de fonds ont été lancés en 2014-2015 pour une période de deux ans. À ce programme s’ajoute un éventail de politiques, de programmes et de services destinés aux aînés, comme le RPC, la SV et le Conseil national des aînés. Ce programme est financé au moyen du paiement de transfert suivant : Programme Nouveaux Horizons pour les aînés.",49289168.00,50383667.00,"No significant variance","Aucun écart significatif.",54.00,74.00,"Actual Salary expenditures were greater than planned resulting in increased FTE utilization.","Les dépenses salariales réelles étaient supérieures à celles prévues, causant ainsi l’augmentation de l’utilisation d’ETP."
"P1014-0019","HRSD-BKC00","Enabling Accessibility Fund","Fonds pour l’accessibilité","People with disabilities often experience barriers to their full participation and inclusion in activities of everyday living. The objective of the Enabling Accessibility Fund is to improve accessibility, remove barriers and enable Canadians with disabilities to participate in and contribute to their community. The Fund supports capital costs of construction and renovations related to improving accessibility and safety for people with disabilities in Canadian communities and workplaces. Grants or contributions are provided to eligible recipients for capital cost projects that increase access for people with disabilities to their programs and services or create employment opportunities for people with disabilities. This program uses funding from the following transfer payment: Enabling Accessibility Fund.","Les personnes handicapées se heurtent souvent à des obstacles qui limitent leur pleine participation aux activités quotidiennes ainsi que leur intégration. L’objectif du Fonds pour l’accessibilité est d’améliorer l’accessibilité, d’éliminer les obstacles et de permettre aux Canadiens handicapés de prendre part à la vie communautaire et d’y contribuer. Le Fonds permet de financer le coût en capital de travaux de construction et de rénovation visant à améliorer l’accessibilité et la sécurité des personnes handicapées dans les collectivités et les milieux de travail canadiens. Les bénéficiaires admissibles reçoivent des subventions ou des contributions pour acquitter le coût en capital de projets permettant d’accroître l’accès des personnes handicapées à leurs programmes et services ou de créer des perspectives d’emploi à l’intention de ces personnes. Ce programme est financé au moyen du paiement de transfert suivant : Fonds pour l’accessibilité.",17013372.00,17268209.00,"No significant variance","Aucun écart significatif.",13.00,15.00,"No significant variance","Aucun écart significatif."
"P1014-0020","HRSD-DAA00","Government of Canada Telephone General Enquiries Services","Services téléphoniques de renseignements généraux du gouvernement du Canada","Government of Canada telephone general enquiries services support Canadians through 1 800 O-Canada as well as its customized information services. 1 800 O-Canada provides a single point of contact for all Canadians to access quick, up-to-date government information over the phone. It acts as the first point of contact for general information on all Government of Canada programs, services and initiatives; it supports key government priorities and messaging including those outlined in the Budget and Speech from the Throne; and it supports the Government’s communication needs in crisis situations. Customized Information Services provide support to Canadians on behalf of Government of Canada programs and services that require a service delivery partner to meet their communication needs, which can include ongoing requirements, targeted campaigns and temporary needs in crisis situations. Canadians who require specialized or client-specific information on programs are connected or are directed to appropriate online resources, program call centres or in person resources.","Les services téléphoniques de renseignements généraux du gouvernement du Canada permettent d’aider les Canadiens en mettant à leur disposition la ligne 1 800 O-Canada ainsi que des services d’information personnalisés. La ligne 1 800 O-Canada est un point de contact unique permettant à tous les Canadiens d’obtenir rapidement par téléphone des renseignements gouvernementaux à jour. Ce service constitue le premier point de contact pour obtenir des renseignements généraux sur l’ensemble des programmes, des services et des initiatives du gouvernement du Canada; il soutient les principales priorités et les messages du gouvernement, notamment ceux énoncés dans le budget et le discours du Trône, et il appuie les besoins du gouvernement en matière de communication en situation de crise. Les services d’information personnalisés permettent d’aider les Canadiens au nom des programmes et des services du gouvernement du Canada qui nécessitent l’appui d’un partenaire de la prestation de services pour combler leurs besoins en matière de communication (p. ex. besoins continus, campagnes ciblées et besoins temporaires en situation de crise). Les Canadiens qui ont besoin de renseignements spécialisés ou propres à une clientèle au sujet de programmes sont aiguillés vers les ressources en ligne, les centres d’appel de programme ou les ressources en personne appropriés.",15441005.00,14178025.00,"The difference in Gross spending is mainly due to unused cost recovery authority.","La différence des dépenses brutes est principalement attribuable à un pouvoir inutilisé de recouvrement des coûts.",17.00,17.00,"No variance","Aucun écart."
"P1014-0021","HRSD-DAB00","Other Government Department Programs","Programme des autres ministères","Services provided on behalf of other Government of Canada programs include: assistance to Canadians; provision of basic and detailed program and service information; application intake and review for completeness; client authentication and validation of identity documents; quick and direct access to specialized agents within other government departments; and provision of space in the service delivery network for other departments.","Les services offerts au nom d’autres programmes du gouvernement du Canada comprennent l’aide aux Canadiens, la diffusion de renseignements de base et détaillés sur les programmes et les services, la réception des demandes et la vérification de leur exhaustivité, l’authentification des clients et la validation des pièces d’identité, un accès rapide et direct à des agents spécialisés d’autres ministères et une place dans le réseau de prestation de services pour les autres ministères.",118565.00,3043977.00,"The difference in Gross spending is mainly due to new service offerings captured in Actual Spending but were not part of the Planned Spending amounts.","La différence des dépenses brutes est principalement attribuable à de nouvelles offres de service incluses dans les dépenses réelles, mais qui ne faisaient pas partie du montant des dépenses prévues.",12.00,17.00,"The difference is mainly due to new service offerings captured in Actual Spending but were not part of the Planned Spending amounts.","L’écart est principalement attribuable à de nouvelles offres de service incluses dans les dépenses réelles, mais qui ne faisaient pas partie du montant des dépenses prévues."
"P1014-0032","HRSD-BKC00","Federal Income Support for Parents of Murdered or Missing Children","Programme fédéral de soutien du revenu pour les parents d’enfants assassinés ou disparus","The Federal Income Support for Parents of Murdered or Missing Children is an income support grant available to eligible parents who have suffered a loss of income as a result of taking time away from work to cope with the death or disappearance of their child (or children) under the age of 18 as a result of a probable Criminal Code offence. This program uses funding from the following transfer payment: Federal Income Support for Parents of Murdered or Missing Children.","Le soutien fédéral du revenu pour les parents d’enfants assassinés ou disparus est une subvention offerte aux parents admissibles qui ont subi une perte de revenu parce qu’ils se sont absentés de leur travail afin de surmonter les difficultés liées au décès ou à la disparition de leur enfant de moins de 18 ans, lorsque le décès ou la disparition est attribuable à une infraction probable au Code criminel. Ce programme est financé au moyen du paiement de transfert suivant : Soutien du revenu pour les parents d’enfants assassinés ou disparus.",11251166.00,207656.00,"","",11.00,1.00,"The difference between planned and actual FTEs utilization is mainly due to a reflection of workforce requirements based on actual program workload.","La différence entre l’utilisation prévue et réelle d’ETP s’explique principalement par les besoins en main-d’œuvre qui sont déterminés en fonction de la charge de travail réelle du programme."
"P1014-0033","HRSD-DAB00","Passport","Passeport","Through Service Canada, ESDC delivers the Passport program on behalf of Citizenship and Immigration Canada. Service Canada is the provider of domestic passport service delivery within Canada through all service delivery channels. Service delivery includes provision of information, intake of applications, validation of identity, production of passports and their distribution to eligible applicants, on time and error-free.","Par l’intermédiaire de Service Canada, EDSC exécute le programme de passeport au nom de Citoyenneté et Immigration Canada. Service Canada fournit les services nationaux de passeport dans l’ensemble du pays en utilisant tous les modes de prestation de services. Ces services comprennent la communication de renseignements, la réception des demandes, la validation de l’identité, la production de passeports et leur distribution aux demandeurs admissibles, et ce, rapidement et sans erreur.",20535904.00,15842797.00,"No significant difference.","Aucun écart significatif.",2226.00,1974.00,"With the transfer of responsibility for the delivery of passport services to ESDC, the service was provided within dedicated FTEs. The difference is mainly due to Passport contingency reserve that was created for unexpected circumstances and increases in volumes and not used.","La responsabilité de la prestation des services de passeport ayant été transférée à EDSC, ce service a été fourni par des ETP se consacrant exclusivement à ce service. L’écart est principalement attribuable au fait qu’une réserve d’urgence a été créée pour les circonstances imprévues et les augmentations des volumes de passeports, mais qu’elle n’a pas été utilisée."
"P1014-0034","HRSD-DAA00","Government of Canada Internet Presence","Présence du gouvernement du Canada sur l’Internet","The Government of Canada Internet presence supports Canadians by providing easy, fast and convenient access to information and services online. Through Service Canada, ESDC is the principal publisher for a single Government of Canada website, Canada.ca. The site provides an enhanced user experience; citizen-centric, theme-based content; and a common and enhanced Government of Canada search. Canadians can locate detailed information on the programs and services offered through ESDC, as well as general information on all Government of Canada programs and services. Through Service Canada, ESDC also provides a simple and secure online access for Canadians to bring together a number of services and allow clients to, among other things, view and update their personal information and transact securely with ESDC.","Grâce à la présence du gouvernement du Canada sur le Web, les Canadiens disposent d’un accès facile, rapide et pratique aux renseignements et aux services en ligne. Par l’intermédiaire de Service Canada, EDSC est le principal éditeur de Canada.ca, le site Web unique du gouvernement du Canada. Ce site permet d’offrir une expérience utilisateur améliorée, du contenu thématique axé sur les citoyens et un moteur de recherche commun et amélioré du gouvernement du Canada. Les Canadiens peuvent trouver des renseignements détaillés sur les programmes et les services qu’offre EDSC ainsi que des renseignements généraux sur l’ensemble des programmes et des services du gouvernement du Canada. Par l’entremise de Service Canada, EDSC offre aussi aux Canadiens un accès en ligne simple et sécurisé de manière à réunir un certain nombre de services et à permettre notamment aux clients de consulter et de mettre à jour leurs renseignements personnels et de transiger de façon sûre avec le Ministère.",18587767.00,20859581.00,"The difference is mainly due to the realignment of IT expenditures to the transformation initiatives of other programs and services across the department and to other internet activities captured in Actual Spending but were not part of the Planned Spending amounts.","La différence est surtout due au réaménagement des dépenses de TI vers des initiatives de transformation d’autres programmes et services du Ministère, et vers d’autres activités en ligne incluses dans les dépenses réelles, mais qui ne faisaient pas partie du montant des dépenses prévues.",147.00,105.00,"The difference is mainly due to the realignment of IT expenditures to the transformation initiatives of other programs and services across the department.","L’écart est surtout attribuable au réaménagement des dépenses de TI vers des initiatives de transformation d’autres programmes et services du Ministère."
"P1014-0035","HRSD-DAA00","In-Person Points of Service","Points de service en personne","In-person points of service support the delivery of services and information for the Government of Canada. They provide information on how to self-serve; client authentication and identification; and services for clients who require one-on-one assistance. Canadians who require specialized or client-specific information for programs like Employment Insurance, the Canada Pension Plan or Old Age Security are directed to appropriate online resources and program call centres. Canadians have access to in-person points of service within reasonable distances from where they live through Service Canada Centres and scheduled outreach locations.","Les points de service en personne appuient la prestation des services et la transmission de l’information du gouvernement du Canada. Ils fournissent des renseignements sur le libre-service, effectuent l’authentification et l’identification des clients et offrent des services aux clients qui ont besoin d’une aide individuelle. Les Canadiens qui ont besoin de renseignements spécialisés ou propres à un client à l’égard de programmes comme l’assurance-emploi, le Régime de pensions du Canada ou la Sécurité de la vieillesse sont dirigés vers les ressources en ligne appropriées et les centres d’appel de programmes. Les Canadiens ont accès aux points de service en personne dans les Centres Service Canada situés à une distance raisonnable de leur lieu de résidence, de même que dans les centres de services mobiles réguliers.",22009040.00,24827538.00,"The difference is mainly due to an increase in accommodations costs (leases).","L’écart est principalement attribuable à une augmentation du coût des locaux (loyers).",225.00,203.00,"The difference is mainly due to a realignment of FTEs between programs to match variations in staffing and activity within the organization.","L’écart est principalement attribuable à un réaménagement des équivalents temps plein (ETP) entre les programmes pour répondre aux fluctuations sur le plan de la dotation et de l’activité au sein de l’organisation."
"P1014-0036","HRSD-BJJ00","Labour Market Development Agreements","Ententes sur le développement du marché du travail","Labour Market Development Agreements are established under Part II of the Employment Insurance Act to help unemployed Canadians find and return to work and to develop a skilled labour force that meets the needs of employers. These agreements provide program and administration funding to provinces and territories annually for them to design and deliver employment benefits and support measures. Employment benefits provide Employment Insurance (EI)-eligible participants with benefits such as skills development, self-employment and wage subsidies, while employment services are available to all unemployed individuals in Canada. Complementary activities conducted under the authority of Part I of the Employment Insurance Act provide EI benefits to eligible individuals. This program is funded through Part II of the Employment Insurance Act.","Les ententes sur le développement du marché du travail sont établies en vertu de la partie II de la Loi sur l’assurance-emploi pour aider les Canadiens sans emploi à trouver du travail et à retourner au travail, ainsi que pour favoriser la constitution d’une main-d’œuvre qualifiée qui répond aux besoins des employeurs. Ces ententes prévoient le versement d’un financement de programme et d’un financement administratif aux provinces et aux territoires tous les ans afin de leur permettre de concevoir et d’offrir des prestations d’emploi et des mesures de soutien. Les prestations d’emploi offrent aux participants admissibles à l’assurance-emploi des avantages tels que des subventions pour le perfectionnement des compétences et le travail autonome ainsi que des subventions salariales, tandis que des services d’emploi sont offerts à toutes les personnes sans emploi au Canada. Les activités complémentaires menées en vertu de la partie I de la Loi sur l’assurance-emploi prévoient le versement de prestations d’assurance-emploi aux personnes admissibles. Ce programme est financé aux termes de la partie II de la Loi sur l’assurance-emploi.",552126.00,548645.00,"No significant variance","Aucun écart significatif.",40.00,44.00,"The variance in FTE utilization is the result of realignment of staffing to match the Sub-program Activity within the Program.","L’écart dans l’utilisation des ETP résulte de la réorganisation de la dotation afin qu’elle corresponde à celle de l’activité du sous-programme au sein du Programme."
"P1014-0037","HRSD-BJJ00","Canada Job Fund Agreements","Ententes relatives au Fonds du Canada pour la création d’emplois","The Canada Job Fund Agreements ensure direct employer involvement in training decisions and increase private-sector investment in the skills training system. The Government of Canada transfers funds to provinces and territories for them to deliver programs and services that aim to increase labour force participation and help Canadians develop the skills necessary to find and keep a job. This program consists of three streams: the Canada Job Grant to encourage greater employer involvement and investment in training by providing financial assistance to employers on a cost-shared basis in order to help Canadians develop the skills needed for available jobs; employer-sponsored training to support employer involvement in and contribution to demand-driven training programs and incentives; and employment services and supports to enhance labour market participation of Canadians, with priority given to the unemployed ineligible for Employment Insurance benefits and to low-skilled employed workers. A separate six-year agreement was signed with Quebec that does not include the delivery of the Canada Job Grant, recognizing that the core principles behind the Canada Job Grant are already embedded in Quebec’s training system. Quebec’s new agreement, however, includes a commitment to strengthened reporting and accountability. These agreements complement other provincial and territorial employment and skills training programs funded by the Government of Canada, for example, under the Labour Market Development Agreements and the Labour Market Agreements for Persons with Disabilities, and the Targeted Initiative for Older Workers. This program uses funding from the following transfer payment: Canada Job Fund Agreements.","Les ententes sur le Fonds canadien pour l’emploi favorisent la participation directe des employeurs à la prise de décisions en matière de formation et l’augmentation des investissements du secteur privé dans le système de formation axée sur les compétences. Le gouvernement du Canada transfère des fonds aux provinces et aux territoires afin de leur permettre d’offrir des programmes et des services visant à accroître la participation à la population active et à aider les Canadiens à acquérir les compétences nécessaires pour trouver un emploi et le conserver. Ce programme est formé de trois volets : la Subvention canadienne pour l’emploi, qui favorise une participation accrue des employeurs à la formation et une augmentation des investissements qu’ils réalisent en ce sens en leur offrant de l’aide financière selon le principe du partage des coûts afin qu’ils aident les Canadiens à acquérir les compétences nécessaires pour occuper les emplois disponibles; la formation parrainée par l’employeur, qui appuie la participation et la contribution des employeurs aux programmes de formation et aux mesures incitatives axés sur la demande; les services d’emploi et les mesures de soutien connexes, qui visent à accroître la participation des Canadiens au marché du travail tout en accordant la priorité aux travailleurs sans emploi qui n’ont pas droit aux prestations d’assurance-emploi et aux travailleurs peu spécialisés occupant un emploi. Une entente distincte de six ans a été signée avec le gouvernement du Québec, qui ne prévoit pas le versement de la Subvention canadienne pour l’emploi, reconnaissant que les principes fondamentaux qui sous-tendent la Subvention font déjà partie intégrante du système de formation de la province. Toutefois, la nouvelle entente du Québec comprend un engagement à l’égard du renforcement de la production de rapports et de la responsabilisation. Ces ententes complètent d’autres programmes provinciaux et territoriaux d’aide à l’emploi et de formation axée sur les compétences qui sont financés par le gouvernement du Canada, notamment aux termes des EDMT, des ententes sur le marché du travail visant les personnes handicapées et de l’Initiative ciblée pour les travailleurs âgés. Ce programme utilise des fonds provenant du paiement de transfert suivant : ententes sur le Fonds canadien pour l’emploi.",501918544.00,557797185.00,"The variance is attributed to the additional 2017-2018 Workforce Development Agreements (WDA) top-up funding ($75M) that was allocated through Budget 2017 which was not included in the Planned Spending for this fiscal year's Departmental Plan. In 2017-2018, 11 jurisdictions out of 13 signed a new WDA which accounts for the variance between the 2017-2018 WDA top-up funding and the Actual Spending for that same fiscal year.","L’écart est attribuable au financement complémentaire (75 M$) des nouvelles Ententes sur le développement de la main-d’œuvre (EDMO) de 2017-2018 alloué dans le cadre du budget de 2017, et qui n’était pas inclus dans les dépenses prévues du plan ministériel pour cet exercice financier. En 2017-2018, 11 administrations sur 13 ont signé une nouvelle EDMO, ce qui correspond à l’écart entre le financement complémentaire de l’EDMO de 2017-2018 et les dépenses réelles pour ce même exercice financier.",17.00,13.00,"The variance can be explained by delays in staffing and unexpected departures.","L’écart peut s’expliquer par les retards dans les processus de dotation et les départs inattendus."
